Row,id11296,id12034,id12036,id12066,id13503,id13938,id516,id531,id549,id560,id563,id565,id578,id581,id599,id605,id620,id637,id850,id855,id862,id863
id565,0.9125,0.914634146341463,0.8625,0.939759036144578,0.919354838709677,0.925925925925926,0.890243902439024,0.905405405405405,0.948717948717949,0.939759036144578,0.852941176470588,1,0.886075949367089,0.900990099009901,0.948717948717949,0.95049504950495,0.942307692307692,0.902912621359223,0.939393939393939,0.954545454545455,0.901234567901235,0.938271604938272
id578,0.921052631578947,0.935897435897436,0.921052631578947,0.936708860759494,0.96551724137931,0.941176470588235,0.871794871794872,0.9,0.944444444444444,0.936708860759494,0.922077922077922,0.886075949367089,1,0.934210526315789,1,0.935064935064935,0.911392405063291,0.91025641025641,0.983870967741936,0.967741935483871,0.844155844155844,0.896103896103896
id581,0.961038961038961,0.924050632911392,0.922077922077922,0.975,0.966666666666667,0.980392156862745,0.936708860759494,0.915492957746479,0.947368421052632,0.975,0.931372549019608,0.900990099009901,0.934210526315789,1,1,0.95049504950495,0.923076923076923,0.922330097087379,0.968253968253968,0.984126984126984,0.897435897435897,0.897435897435897
id599,0.972222222222222,0.948717948717949,0.916666666666667,1,1,1,0.921052631578947,0.948717948717949,0.948717948717949,1,1,0.948717948717949,1,1,1,1,1,0.948717948717949,1,1,0.918918918918919,0.891891891891892
id605,0.961538461538462,0.9375,0.91025641025641,1,0.966666666666667,0.980769230769231,0.9375,0.930555555555556,0.945945945945946,1,0.901960784313726,0.95049504950495,0.935064935064935,0.95049504950495,1,1,0.971153846153846,0.951456310679612,0.984375,1,0.911392405063291,0.925
id620,0.9375,0.914634146341463,0.8875,0.975903614457831,0.935483870967742,0.944444444444444,0.914634146341463,0.959459459459459,0.948717948717949,0.975903614457831,0.895238095238095,0.942307692307692,0.911392405063291,0.923076923076923,1,0.971153846153846,1,0.924528301886792,0.954545454545455,0.96969696969697,0.938271604938272,0.901234567901235
id637,0.911392405063291,0.888888888888889,0.936708860759494,0.951219512195122,0.919354838709677,0.962962962962963,0.888888888888889,0.972602739726027,0.897435897435897,0.951219512195122,0.894230769230769,0.902912621359223,0.91025641025641,0.922330097087379,0.948717948717949,0.951456310679612,0.924528301886792,1,0.938461538461538,0.953846153846154,0.9375,0.875
id850,0.968253968253968,0.939393939393939,0.920634920634921,0.984848484848485,0.983870967741936,0.962962962962963,0.907692307692308,0.909090909090909,0.948717948717949,0.984848484848485,0.953125,0.939393939393939,0.983870967741936,0.968253968253968,1,0.984375,0.954545454545455,0.938461538461538,1,0.984848484848485,0.890625,0.9375
id855,0.952380952380952,0.924242424242424,0.904761904761905,1,0.967741935483871,0.981481481481482,0.923076923076923,0.924242424242424,0.948717948717949,1,0.96875,0.954545454545455,0.967741935483871,0.984126984126984,1,1,0.96969696969697,0.953846153846154,0.984848484848485,1,0.90625,0.921875
id862,0.871794871794872,0.85,0.871794871794872,0.91358024691358,0.866666666666667,0.907407407407407,0.85,0.972222222222222,0.864864864864865,0.91358024691358,0.848101265822785,0.901234567901235,0.844155844155844,0.897435897435897,0.918918918918919,0.911392405063291,0.938271604938272,0.9375,0.890625,0.90625,1,0.835443037974684
id863,0.923076923076923,0.925,0.871794871794872,0.925925925925926,0.916666666666667,0.884615384615385,0.875,0.861111111111111,0.891891891891892,0.925925925925926,0.873417721518987,0.938271604938272,0.896103896103896,0.897435897435897,0.891891891891892,0.925,0.901234567901235,0.875,0.9375,0.921875,0.835443037974684,1
