bill_number,bill_id,title
LB231,452233,"Establish a uniform reimbursement rate for adult day services"
LB232A,532482,"Appropriation Bill"
LB232,452231,"Change judges' salaries"
LB233,452760,"Change award and report provisions under the Nebraska Crime Victim's Reparations Act"
LB234,453010,"State intent relating to appropriations for nurse visitation"
LB235,453261,"Change precinct size requirements and procedures for drawing political subdivision boundaries and changing polling places and provide for election advisory committees"
LB236,453509,"Appropriate funds to Department of Labor to establish an individual development accounts pilot project"
LB237,453758,"Change provisions relating to a property tax exemption"
LB238,454004,"Exempt social security and certain retirement benefits from state income taxation"
LB239,456251,"Adopt the Nebraska All-Payer Patient-Centered Medical Home Act"
LB240,456240,"Change work activity requirements for self-sufficiency contracts under the Welfare Reform Act"
LB241,456230,"Authorize voters to change election of county offices from partisan to nonpartisan"
LB242,456218,"Change provisions relating to administrative rules and regulations"
LB243,456211,"Redefine nurse practitioner practice"
LB244,456200,"Require apprentice electricians to complete continuing education"
LB245,456190,"Change preferred drug list provisions under the Medical Assistance Act"
LB246,456176,"Provide for a health care copayment for jail and prison inmates"
LB247,456166,"Change Nebraska Juvenile Code provisions relating to reimbursement by parents for costs of care and treatment"
LB248,456155,"Provide for seasonal employers under the Employment Security Law"
LB249,456148,"Change motor vehicle provisions relating to farm vehicles and drivers transporting agricultural commodities or farm supplies"
LB250,456136,"Change motor vehicle provisions relating to issuance of trip permits"
LB251,456119,"Change a fee relating to the rental of motor vehicles"
LB252,456112,"Correct and change subdivision references and references to governmental entities related to postsecondary education"
LB253,456101,"Correct references in school statutes"
LB254,456089,"Eliminate a termination date for insurance coverage for anticancer medication and provide insurance coverage for autism spectrum disorder and funding for amino acid-based elemental formulas"
LB255,456078,"Change provisions and penalties relating to human trafficking, child abuse, prostitution, solicitation, and pandering"
LB256,456069,"Eliminate criminal forfeiture and provide for civil forfeiture as prescribed"
LB257,456061,"Change provisions relating to creation of municipal counties"
LB258,456044,"Prohibit use of certain wireless devices by school bus drivers as prescribed"
LB259,456037,"Exempt keno writers from licensure under the Nebraska County and City Lottery Act"
LB260,456024,"Change requirements for a data and information system under the Nebraska Behavioral Health Services Act"
LB261,456015,"Adopt the Medicaid Insurance for Workers with Disabilities Act"
LB262,456003,"Provide duties relating to sharing of student information"
LB263,455994,"Change provisions relating to government retirement systems"
LB264,455983,"Provide an income tax credit for individuals caring for dependents"
LB265,455971,"Adopt the Children's Residential Facilities and Placing Licensure Act and change foster care licensure and kinship home and relative home provisions"
LB266,455961,"Eliminate provisions relating to increases in local option sales tax rates"
LB267,455948,"Prohibit persons on parole, probation, or work release from acting as undercover agents or employees of law enforcement and prohibit admissibility of certain evidence"
LB268,455938,"State intent to appropriate funds for upgrade of an electronic data collection system related to child welfare and other economic assistance programs"
LB269A,548242,"Appropriation Bill"
LB269,455926,"Change provisions relating to children and families"
LB270,455915,"Provide for a medicaid state plan amendment relating to services for children with serious emotional disturbance"
LB271,455906,"Change provisions relating to early voting"
LB272,455894,"Change provisions relating to chemigation permits and fees"
LB273,455884,"Change keno time limits"
LB274,455871,"Adopt the Education Compensation Transparency Act"
LB275,455864,"Adopt the Nebraska Coordinated School Health Act"
LB276,455849,"Change provisions of the Early Intervention Act, the Medical Assistance Act, the Tax Equity and Educational Opportunities Support Act, and the Special Education Act"
LB276A,642806,"Appropriation Bill"
LB277,455842,"Change provisions relating to presentation of a false medicaid claim"
LB278,455830,"Change provisions relating to fees charged by the Secretary of State"
LB279,455822,"Change provisions relating to loan brokers, delayed deposit services, and installment loans"
LB280,455810,"Change domestic assault provisions"
LB281,455799,"Change the amount of tax credits allowed under the Angel Investment Tax Credit Act"
LB282,455786,"Exempt motor vehicle washing and waxing from sales taxation"
LB283,455775,"Eliminate the Limited Liability Company Act"
LB284,455763,"Change provisions of the Political Subdivisions Tort Claims Act relating to limits on actions and amounts recoverable"
LB285,455754,"Change authorized transfers to the Nebraska Health Care Cash Fund"
LB286,455743,"Provide for Cash Reserve Fund transfers for affordable housing, homeless shelter assistance, and legal aid"
LB287,455734,"Change rabies vaccination provisions"
LB288,455721,"Change provisions of the Commercial Dog and Cat Operator Inspection Act"
LB289,455710,"Change provisions relating to duration of real estate improvement contract liens"
LB290,455699,"Change provisions relating to the Residential Mortgage Licensing Act"
LB291,455690,"Change medical payment provisions of the Nebraska Workers' Compensation Act"
LB292,455680,"Change population restrictions for conducting elections by mail"
LB293,455669,"Prohibit disclosure of any applicant or permitholder information regarding firearms registration, possession, sale, or use as prescribed"
LB294,455659,"Change provisions relating to use of public resources by public officials and public employees"
LB295,455647,"Redefine a term under the Local Option Municipal Economic Development Act"
LB296,455637,"Change provisions of the educational savings plan relating to income tax reductions and participation agreements"
LB297,455633,"Change mental injuries and mental illness compensation under the Nebraska Workers' Compensation Act"
LB298,457755,"Change provisions relating to controlled substances schedules"
LB299,457767,"Require the Secretary of State to develop and publish guidelines for election workers and change political subdivision election provisions"
LB300,457782,"Provide licensure requirements for health care facilities and require Department of Health and Human Services to provide abortion information"
LB301,457796,"Change provisions relating to transfer of property between school districts"
LB302,457808,"Change total disability income benefits under the Nebraska Workers' Compensation Act"
LB303,457824,"Change registration requirements for land surveyors"
LB304,457840,"Change requirements relating to gasohol and provide requirements for use of E15 by the Department of Roads"
LB305,457854,"Change provisions relating to State Patrol retirement"
LB306,457868,"Change judges' salaries and retirement contribution provisions"
LB306A,550331,"Appropriation Bill"
LB307,457880,"Change provisions of the Nebraska Workers' Compensation Act"
LB308,457899,"Change provisions relating to the federal alternative minimum tax and net operating losses and capital losses"
LB309,457911,"Adopt the Department of Health and Human Services Delivery Improvement and Efficiency Act"
LB310,457925,"Clarify compensation for shoulder injuries under the Nebraska Workers' Compensation Act"
LB311,457944,"Change filing requirements for official bonds and oaths"
LB312,457956,"Designate certain acts as unfair insurance trade practices"
LB313,457972,"Change provisions relating to incarceration work camps"
LB314,457985,"Adopt the Escort Services Accountability and Permit Act"
LB315,457999,"Redefine massage therapy and change licensure requirements"
LB316,458014,"Redefine automobile liability policy"
LB317,458026,"Change a duty of county assessors relating to real property valuation"
LB318,458109,"Change duties of law enforcement officers and agencies relating to the taking and distribution of fingerprints"
LB319,458129,"Change certain permitholder penalty provisions under the Concealed Handgun Permit Act"
LB320,458150,"Change temporary custody without a warrant provisions of the Nebraska Juvenile Code"
LB321,458172,"Change a provision relating to disability retirement payments"
LB322,458196,"Require the Department of Natural Resources to conduct an environmental study relating to the Blue River"
LB323,458222,"Create the School Finance Review Committee"
LB324,458243,"Change provisions of the Nebraska Workers' Compensation Act"
LB325,458265,"Change provisions relating to approval of natural resources district boundary changes"
LB326,458289,"Change provisions of Pharmacy Practice Act and Automated Medication Systems Act"
LB327,458314,"Change income tax rates"
LB328,458335,"Change corporate income tax rates"
LB329,458359,"Change provisions relating to criminal offenses against animals"
LB330,458381,"Change eligibility provisions relating to the Supplemental Nutrition Assistance Program"
LB331,458403,"Change provisions relating to postsecondary education grants and the Postsecondary Institution Act"
LB332,458429,"Change application provisions relating to the Access College Early Scholarship Program"
LB333,458454,"Change the sales and use tax collection fees"
LB334,458477,"Appropriate funds for the Nebraska Opportunity Grant Program"
LB335,458499,"Authorize possession of firearms as prescribed"
LB336,458522,"Change sickness and accident insurance provisions for policies subject to the federal Patient Protection and Affordable Care Act"
LB337,458546,"Change provisions relating to the Nebraska Insurers Supervision, Rehabilitation, and Liquidation Act"
LB338,458569,"Prohibit certain practices by health care professionals and health care facilities"
LB339,458586,"Change fence dispute provisions"
LB340,460982,"Change a hearing requirement related to the Nebraska Power Review Board"
LB341,460989,"Change tax sale procedures"
LB342,461003,"Change right to counsel provisions under the Nebraska Juvenile Code"
LB343,461010,"Change terminology related to mental retardation"
LB344,461021,"Change moratorium exceptions for long-term care beds"
LB345,461031,"Change provisions relating to certain real estate filings and transfer on death deeds"
LB346,461041,"Authorize school districts to levy a tax and exceed budget authority for school security measures"
LB347,461053,"Provide for a moratorium on issuance of licenses under the Health Care Facility Licensure Act"
LB348,461061,"Change provisions relating to the assessment of certain rent-restricted housing projects"
LB349,461072,"Change ballot status and write-in provisions for presidential and vice-presidential candidates"
LB350,461082,"Add members to the Nebraska Police Standards Advisory Council"
LB351,461092,"Require cognitive tests for persons eighty years of age or older obtaining motor vehicle operator's licenses"
LB352,461102,"Provide signage requirements and duties for the Nebraska State Patrol under the Concealed Handgun Permit Act"
LB353,461113,"Restrict rule and regulation authority of natural resources districts"
LB354,461122,"Adopt the Nebraska Corn Promotion Act"
LB354A,540156,"Appropriation Bill"
LB355,461134,"Change the age of majority and certain age requirements"
LB356,461141,"Prohibit participation in extracurricular and co-curricular activities as prescribed"
LB357,461151,"Change a budget limitation exemption under the Tax Equity and Educational Opportunities Support Act"
LB358,461162,"Redefine excavation for purposes of the One-Call Notification System Act"
LB359,461172,"Change asset and income limitations for certain programs of public assistance and change eligibility redeterminations relating to a child care subsidy"
LB359A,536569,"Appropriation Bill"
LB360,461182,"Change court fees, sheriff's fees, identification inspection fees, and handgun certificate fees"
LB361,461192,"Name the Child and Maternal Death Review Act and change review procedures"
LB362A,538424,"Appropriation Bill"
LB362,461203,"Change state park entry permit provisions and provide for a motor vehicle registration fee"
LB363A,514441,"Appropriation Bill"
LB363,461211,"Change provisions relating to access to public records"
LB364,461223,"Permit cities of the metropolitan, primary, and first class to set limits on contracts which affect public officials or employees"
LB365,461232,"Require instruction in certain emergency procedures as a prerequisite to high school graduation"
LB366,461242,"Adopt the Diploma of High School Equivalency Assistance Act and provide funding from the Education Innovation Fund"
LB366A,548543,"Appropriation Bill"
LB367,461253,"Adopt the Twenty-First Century Developmental Education Act"
LB368A,552091,"Appropriation Bill"
LB368,461260,"Create a subsidized employment pilot program within the Department of Health and Human Services"
LB369,461272,"Require licensed service providers for services to probationers and parolees as prescribed"
LB370,461279,"Create the County Property Tax Assistance Program and the Municipal Property Tax Assistance Program"
LB371A,614778,"Appropriation Bill"
LB371,461286,"Adopt the Transparency in Government Procurement Act"
LB372,461473,"Adopt the Buy Nebraska Act and eliminate provisions relating to resident bidder preferences"
LB373,461484,"Change Nebraska Construction Prompt Pay Act provisions"
LB374,461491,"Provide for a delinquent child support payment lien on an appearance bond as prescribed"
LB375,461500,"Appropriate funds to the Department of Health and Human Services to be used for services for persons with developmental disabilities"
LB376,461506,"Appropriate funds to the Department of Economic Development"
LB377,461514,"Change provisions relating to annexation of a county road by a city or village"
LB378,461524,"Eliminate fees for the issuance of certain license plates"
LB379,461532,"Change furlough and reduction of sentence provisions as prescribed"
LB380,461541,"Provide for adoption by two adult persons jointly"
LB381,461549,"Require photographic identification to vote"
LB382,461561,"Change presidential elector selection and voting requirements"
LB383,461569,"Provide for Military Honor Plates and change certain license plate fee provisions"
LB383A,640115,"Appropriation Bill"
LB384,461578,"Adopt the Nebraska Exchange Transparency Act"
LB384A,548207,"Appropriation Bill"
LB385,461586,"Prohibit certain bases for discrimination relating to child placement"
LB386,461596,"Require notice of road maintenance by counties as prescribed"
LB387,461604,"Eliminate provisions relating to constructing drainage facilities and taking other control measures on public roads"
LB388,461614,"Change provisions relating to first rights of construction, ownership, and maintenance of electric transmission lines"
LB389,461619,"Provide an income tax credit for adoption and guardianship costs"
LB390,461626,"Change provisions relating to unlawful possession of a firearm at a school and Emergency Management Act provisions"
LB391,461636,"Change water law provisions relating to water storage"
LB392,461646,"Eliminate certain firearms provisions no longer authorized by federal law"
LB393,461654,"Change helmet and eye protection provisions regarding motorcycles"
LB394,461663,"Authorize use of Affordable Housing Trust Fund for vocational training"
LB395,461672,"Redefine the term ""school-based health center"" for purposes of the Medical Assistance Act"
LB396,461683,"Change Nebraska Workers' Compensation Court powers"
LB397,461688,"Require insurance coverage for screening for amino acid-based formulas"
LB398,461698,"Change provisions and penalties relating to certain excessively loaded vehicles"
LB399,461704,"Permit members of certain organizations to use flashing amber lights on motor vehicles"
LB400,461712,"Appropriate funds for aid to community colleges"
LB401,461715,"Adopt the School Purchasing Act"
LB402,464674,"Change provisions relating to community-based energy development projects"
LB403,464667,"Prohibit retail sale of novelty lighters"
LB404,464660,"Change State Natural Gas Regulation Act provisions relating to infrastructure system replacement cost recovery charges"
LB405,464652,"Eliminate certain sales tax exemptions, corporate and individual income taxes, and the franchise tax and change other tax provisions"
LB406,464644,"Change tax provisions"
LB407,464636,"Change calculation provisions under the Tax Equity and Educational Opportunities Support Act"
LB408,464628,"Change dates and provisions relating to certification and distribution of state aid"
LB409,464621,"Change distribution provisions for core services and educational technology funds"
LB410,464612,"Change and eliminate provisions relating to education"
LB411,464605,"Change a renewable energy tax credit"
LB412,464597,"Adopt the Freedom from Unwarranted Surveillance Act"
LB413,464589,"Change license violation provisions under the Nebraska Liquor Control Act"
LB414,464581,"Change funding for the Municipal Equalization Fund"
LB415,464572,"Change provisions relating to financial institutions and attachment and garnishment"
