Row,id10580,id10581,id10582,id10583,id10585,id11402,id12222,id14060,id14193,id14765,id15697,id16531,id16532,id16533,id16534,id16535,id16536,id5541,id5579,id5580,id5581,id5583,id5584,id5585,id5587,id5589,id5590,id5592,id5594,id5595,id5597,id5598,id5599,id5601,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5616,id5619,id5620,id5621,id5622,id5623,id5627
id16532,8,NaN,4,NaN,NaN,NaN,NaN,2,5,6,NaN,NaN,15,2,NaN,NaN,NaN,7,NaN,NaN,1,NaN,NaN,12,NaN,NaN,NaN,1,12,1,NaN,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,8,NaN,7,7,1,NaN
id16533,2,6,4,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,2,13,NaN,5,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,11,1,6,1,NaN,NaN,NaN,6,NaN,NaN,11,NaN,NaN,NaN,6,6,NaN,NaN,2,8,NaN,2,9,NaN
id16534,9,NaN,2,NaN,NaN,NaN,NaN,10,9,11,NaN,2,NaN,NaN,11,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,7,2,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,9,2,NaN,NaN,7,8
id16535,NaN,7,4,1,6,NaN,7,NaN,6,NaN,NaN,5,NaN,5,NaN,17,NaN,7,NaN,NaN,NaN,NaN,1,6,5,5,5,5,NaN,NaN,NaN,NaN,NaN,2,NaN,7,5,NaN,5,5,NaN,7,5,NaN,NaN,4,NaN,5,2,NaN
id16536,NaN,9,NaN,6,9,9,NaN,9,NaN,NaN,8,9,NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN,NaN,8,NaN,5,8,NaN,9,NaN,NaN,9,8,6,NaN,NaN,7,NaN,7,NaN,6,NaN,9,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN
id5541,NaN,7,NaN,NaN,6,NaN,NaN,NaN,6,6,NaN,NaN,7,NaN,NaN,7,NaN,14,NaN,NaN,NaN,NaN,NaN,9,5,NaN,NaN,NaN,6,NaN,NaN,NaN,6,8,NaN,7,NaN,NaN,NaN,NaN,NaN,7,6,NaN,6,NaN,7,NaN,NaN,NaN
id5579,7,7,23,14,7,NaN,17,12,NaN,NaN,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,31,19,10,23,7,19,23,7,17,7,20,7,28,7,14,28,7,28,17,20,20,10,17,23,7,5,25,7,27,11,35
id5580,18,8,26,8,8,NaN,13,24,7,8,11,2,NaN,NaN,8,NaN,NaN,NaN,31,46,15,11,23,9,24,22,8,9,9,31,8,19,9,14,24,9,16,8,16,20,8,12,25,9,17,15,8,20,22,38
id5581,9,8,11,8,8,NaN,24,3,NaN,NaN,9,NaN,1,1,NaN,NaN,NaN,NaN,19,15,27,8,8,8,16,11,12,9,8,9,8,8,8,14,18,9,19,8,22,8,13,8,12,8,7,17,9,8,16,20
id5583,11,9,12,10,22,8,8,4,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,11,8,39,24,25,8,13,27,8,11,14,26,10,22,21,11,19,14,8,16,8,14,8,11,8,11,11,19,9,7,11
id5584,13,17,19,9,23,17,9,15,NaN,NaN,15,NaN,NaN,1,NaN,1,8,NaN,23,23,8,24,54,14,15,26,23,12,8,19,33,23,21,15,17,21,23,12,19,24,11,15,19,8,9,16,14,21,10,22
id5585,21,10,12,13,13,NaN,11,2,12,6,11,4,12,NaN,NaN,6,NaN,9,7,9,8,25,14,51,10,17,18,15,25,11,15,13,29,18,9,11,16,8,22,13,8,10,20,9,21,6,26,18,13,8
id5587,21,13,8,13,12,NaN,15,16,12,7,18,5,NaN,NaN,7,5,5,5,19,24,16,8,15,10,43,7,8,16,8,19,10,16,8,16,15,13,21,16,19,10,8,24,8,8,17,18,8,13,21,25
id5589,7,15,22,10,15,8,17,12,2,2,4,7,NaN,NaN,2,5,8,NaN,23,22,11,13,26,17,7,48,11,14,7,20,15,18,17,7,23,13,14,7,20,30,13,7,29,7,5,13,8,24,6,26
id5590,8,17,16,10,17,12,16,3,NaN,NaN,14,NaN,NaN,11,NaN,5,NaN,NaN,7,8,12,27,23,18,8,11,50,8,17,11,26,8,20,24,8,17,30,8,18,8,22,16,13,8,6,19,15,7,22,8
id5592,9,12,9,23,8,NaN,12,9,6,NaN,19,14,1,1,NaN,5,9,NaN,17,9,9,8,12,15,16,14,8,41,10,9,8,31,9,9,9,12,21,26,15,14,8,29,15,9,7,16,8,28,9,10
id5594,17,18,13,9,9,NaN,8,2,8,5,NaN,NaN,12,6,NaN,NaN,NaN,6,7,9,8,11,8,25,8,7,17,10,36,8,8,15,16,24,9,9,17,8,8,8,17,17,13,9,15,12,17,13,19,8
id5595,22,8,21,10,8,NaN,8,21,10,9,7,NaN,1,1,9,NaN,NaN,NaN,20,31,9,14,19,11,19,20,11,9,8,39,8,15,11,8,16,8,8,8,8,17,8,12,20,8,21,6,9,18,19,31
id5597,10,18,11,8,30,21,9,1,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN,9,NaN,7,8,8,26,33,15,10,15,26,8,8,8,43,8,21,20,8,28,19,8,21,16,16,8,8,8,6,14,14,7,7,8
id5598,14,13,22,21,8,NaN,8,20,10,NaN,18,8,6,NaN,NaN,NaN,8,NaN,28,19,8,10,23,13,16,18,8,31,15,15,8,49,8,9,16,11,19,26,8,17,8,28,18,8,6,16,8,38,8,20
id5599,11,14,9,10,16,8,8,NaN,NaN,5,12,NaN,6,NaN,NaN,NaN,6,6,7,9,8,22,21,29,8,17,20,9,16,11,21,8,37,17,9,14,14,8,16,11,8,8,13,9,16,6,25,7,8,8
id5601,10,20,11,8,23,7,13,1,3,5,7,NaN,6,6,NaN,2,NaN,8,14,14,14,21,15,18,16,7,24,9,24,8,20,9,17,48,13,21,23,8,16,8,22,18,13,8,15,24,19,7,18,14
id5602,8,8,19,8,8,NaN,20,9,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,24,18,11,17,9,15,23,8,9,9,16,8,16,9,13,33,9,19,8,21,16,14,8,19,9,6,18,8,16,12,31
id5604,8,26,12,8,34,15,9,2,9,NaN,NaN,NaN,NaN,NaN,NaN,7,7,7,7,9,9,19,21,11,13,13,17,12,9,8,28,11,14,21,9,40,8,8,9,12,17,15,8,9,6,13,9,7,8,10
id5605,10,17,12,16,8,4,23,NaN,2,NaN,28,NaN,NaN,11,NaN,5,NaN,NaN,28,16,19,14,23,16,21,14,30,21,17,8,19,19,14,23,19,8,61,19,36,11,22,27,10,8,6,37,14,15,22,21
id5606,8,8,8,21,8,NaN,8,7,NaN,NaN,17,7,NaN,NaN,NaN,NaN,7,NaN,17,8,8,8,12,8,16,7,8,26,8,8,8,26,8,8,8,8,19,26,8,8,8,26,8,8,6,15,8,21,7,8
id5608,10,8,8,9,8,4,27,1,2,NaN,20,5,NaN,NaN,NaN,5,NaN,NaN,20,16,22,16,19,22,19,20,18,15,8,8,21,8,16,16,21,9,36,8,46,16,15,8,15,8,6,21,16,12,12,23
id5609,10,14,20,9,14,6,13,8,1,NaN,NaN,5,NaN,NaN,NaN,5,6,NaN,20,20,8,8,24,13,10,30,8,14,8,17,16,17,11,8,16,12,11,8,16,35,8,8,26,8,6,7,8,24,7,20
id5610,8,17,11,8,16,4,15,1,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,10,8,13,14,11,8,8,13,22,8,17,8,16,8,8,22,14,17,22,8,15,8,32,16,8,8,6,21,9,7,15,14
id5612,11,24,8,22,14,NaN,8,13,7,NaN,23,9,NaN,6,NaN,7,9,7,17,12,8,8,15,10,24,7,16,29,17,12,8,28,8,18,8,15,27,26,8,8,16,48,8,8,10,21,8,22,20,11
id5614,8,8,29,9,8,NaN,17,17,2,8,NaN,7,6,NaN,2,5,NaN,6,23,25,12,11,19,20,8,29,13,15,13,20,8,18,13,13,19,8,10,8,15,26,8,8,44,8,11,8,14,25,12,23
id5616,8,8,9,8,8,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9,8,8,8,9,8,7,8,9,9,8,8,8,9,8,9,9,8,8,8,8,8,8,8,9,6,6,8,7,8,8
id5619,28,6,6,8,9,NaN,6,13,14,14,4,NaN,8,2,9,NaN,NaN,6,5,17,7,11,9,21,17,5,6,7,15,21,6,6,16,15,6,6,6,6,6,6,6,10,11,6,37,4,17,9,23,17
id5620,7,12,14,12,13,4,20,2,1,2,16,2,NaN,8,2,4,NaN,NaN,25,15,17,11,16,6,18,13,19,16,12,6,14,16,6,24,18,13,37,15,21,7,21,21,8,6,4,49,6,11,16,19
id5621,11,8,8,9,11,2,9,1,NaN,6,8,NaN,7,NaN,NaN,NaN,NaN,7,7,8,9,19,14,26,8,8,15,8,17,9,14,8,25,19,8,9,14,8,16,8,9,8,14,8,17,6,29,7,7,8
id5622,17,7,24,19,7,NaN,11,18,7,NaN,14,12,7,2,NaN,5,7,NaN,27,20,8,9,21,18,13,24,7,28,13,18,7,38,7,7,16,7,15,21,12,24,7,22,25,7,9,11,7,51,10,20
id5623,24,16,14,9,7,NaN,19,15,14,7,9,NaN,1,9,7,2,NaN,NaN,11,22,16,7,10,13,21,6,22,9,19,19,7,8,8,18,12,8,22,7,12,7,15,20,12,8,23,16,7,10,47,21
id5627,19,10,23,8,8,NaN,20,21,10,8,11,NaN,NaN,NaN,8,NaN,NaN,NaN,35,38,20,11,22,8,25,26,8,10,8,31,8,20,8,14,31,10,21,8,23,20,14,11,23,8,17,19,8,20,21,52
