bill_number,bill_id,title
HB38,572045,"TANF; Department of Social Services required to annually review, indexing of payments."
HB39,572047,"Health care providers, volunteer; VDH shall certify certain persons, immunity from liability, etc."
HB40,572037,"Motor fuels tax rates; repeals provision that will increase tax, etc."
HB41,572050,"Northern Virginia Transportation Authority; selection of projects."
HB42,572036,"School calendar; local school boards responsbile for setting and determining opening day."
HB43,572058,"Federal firearms laws; enforcement."
HB44,572054,"Va. Defense Force; creates personal property tax classification for vehicle owned by member."
HB45,572057,"General Assembly districts; technical adjustments to certain House of Delegates districts."
HB46,572053,"Real property tax; exemption for spouses of members of armed forces killed in action."
HB47,572107,"Hybrid electric motor vehicles; repeals annual license tax, refunds."
HB48,572104,"Firearms; possession following conviction of certain crimes, penalty."
HB49,572100,"Unlawful dissemination or sale of images of another; person is guilty of Class 1 misdemeanor."
HB50,572095,"Search warrants; examination of object, thing, or person seized may be done in any jurisdiction."
HB51,572177,"Speed limits; prohibits driving at less than posted maximum speed in left-most lanes on Interstate."
HB52,572172,"Workers' compensation insurance; use of experience rating, loss limitation not-at-fault accidents."
HB53,572233,"Medicine and other healing arts; unprofessional conduct, purchase of prescription drugs."
HB54,572216,"Livestock or poultry; compensation owner is entitled to receive for those killed or injured by dogs."
HB55,572207,"Voter registration; adds political party affiliation to information an applicant must provide."
HB56,572397,"Multi-jurisdiction grand juries; numerous changes to laws governing."
HB57,572396,"Retail Sales and Use Tax; exemption includes gold, silver, and platinum bullion."
HB58,572415,"Stormwater management programs; clarifies appeals process for persons subject to permit requirement."
HB59,572687,"Tuition, in-state; student eligibility, Deferred Action for Childhood Arrivals."
HB60,572690,"Enterprise Zone Grant Program; designation of noncontiguous areas."
HB61,572694,"Firearms; purchase and sale of rifles or shotguns, penalties."
HB62,572742,"Disposal of solid waste fees; Southampton County."
HB63,572739,"Public school interscholastic programs; participation by students receiving home instruction."
HB64,572736,"Stephen L. Thompson Memorial Highway; designating as a portion of Va. Route 24 in Town of Rustburg."
HB65,572812,"Motor vehicle sales and use tax; definition of sale price."
HB66,572772,"School resource officers; local school board to place officer in each public school."
HB67,572783,"Commonwealth Transportation Board; increases total membership."
HB68,572802,"Transportation funding; date change on certain scheduled increases in sales and use tax revenue."
HB69,572829,"Service contracts; expands types of services that may be provided under extended contract."
HB70,572763,"Transportation Accountability, Joint Commission on; power and duties."
HB71,572793,"Agricultural operations; local regulation of certain activities."
HB72,572821,"Hybrid electric motor vehicles; eliminates annual license tax."
HB73,572835,"Personal property; fraudulent conversion of leased property, restitution."
HB74,572918,"Justice for Victims of Sterilization Act; established, creates Compensation Fund."
HB75,572911,"Absentee voting; allows qualified voters to vote absentee in person without an excuse."
HB76,572944,"Provisional voting; meetings of electoral board to determine validity of provisional ballots."
HB77,572926,"Vote-by-mail system; State Board of Elections to develop pilot program for elections."
HB78,573036,"Medical malpractice proceedings; standard of care."
HB79,573013,"Suicide; abolishes common-law crime."
HB80,573031,"Arraignment; defendant may enter conditional guilty plea in certain cases in circuit court."
HB81,573019,"Judicial retirement; increases mandatory age under Judicial Retirement System."
HB82,573061,"Driver of motor vehicle following too closely; includes non-motor vehicles."
HB83,573085,"Voter identification; an unexpired Virginia driver's license remains valid at polls, etc."
HB84,573369,"Northern Virginia Transportation Authority; change in membership."
HB85,573356,"Discovery rule; statute of limitations."
HB86,573380,"Inpatient psychiatric hospital admission from local correctional facility; criteria."
HB87,573375,"Transportation; Commonwealth priority of projects and funding."
HB88,573362,"Tuition, in-state; student eligibility, Deferred Action for Childhood Arrivals."
HB89,573451,"Income tax, state; Tax Commissioner and State Comptroller to implement procedures for tax refunds."
HB90,573482,"Federal government; allows Governor to declare state of emergency in response to a shutdown, etc."
HB91,573504,"Persons not guilty by reason of insanity; court-appointed counsel fees."
HB92,573672,"License plates, special; issuance for members and supporters of Law Enforcement United (LEU)."
HB93,573694,"Employment applications; inquiries regarding criminal arrests, charges, or convictions, penalty."
HB94,573697,"Business permits, etc.; assistance and documentation required from localities."
HB95,573712,"Legal notices; advertisement by locality on websites, radio, or television."
HB96,573706,"Reckless driving; causing death while driving with suspended license, guilty of Class 6 felony."
HB97,573698,"Elections; central absentee voter precincts."
HB98,573696,"Abortion; sex-selective, penalty."
HB99,573704,"Tax information; changes unlawful dissemination or publication to Class 1 misdemeanor."
HB100,573707,"Concealed handgun permits; references to issuance of handgun permit before July 1, 2008."
HB101,573747,"Auxiliary police officers, mounted; training requirements."
HB102,573754,"State legislative buildings; prohibits possession of weapons in buildings except by certain persons."
HB103,573735,"License plates, special; issuance for supporters of Equality Virginia."
HB104,573743,"Chief and assistant chief election officers; appointment, qualifications and terms of officers."
HB105,573736,"Write-in votes; threshold amount required for certain actions by electoral boards."
HB106,573758,"Competitive telephone companies; establishes procedure for regulation."
HB107,573760,"Maple Festival of Virginia; designating Highland County as official festival of Virginia."
HB108,573750,"Health insurance; carrier contracts with pharmacy providers, definition of overpayment."
HB109,573739,"Insurance holding companies; revises requirements applicable to companies."
HB110,573756,"Health insurance; credits for retired school division employees."
HB111,573751,"Assault and battery; conspiracy to commit is Class 1 misdemeanor."
HB112,573780,"Search warrant; affidavit filed by law-enforcement officer."
HB113,573783,"Opportunity Educational Institution; abolished."
HB114,573866,"Schools, private or religious; possession of firearm, etc., on school property."
HB115,573965,"Enterprise Zone Grant Program; redesignation of certain joint enterprise zones."
HB116,573958,"Traffic light signal photo-monitoring; amends provisions related to implementation of systems."
HB117,573967,"Paper and plastic bags; imposes tax of five cents on disposable bags used by purchasers, etc."
HB118,574003,"Virginia Regional Industrial Facilities Act; appointments."
HB119,574071,"Absentee voting; allows qualified voters to vote absentee in person without an excuse."
HB120,574076,"Riverside Regional Jail Authority; sheriffs allowed to appoint their alternates to vote at meetings."
HB121,574080,"Tax information; disclosure by Department of Taxation."
HB122,574069,"Autocycle; defines a new class of vehicle and provides for examination of drivers, fees, etc."
HB123,574078,"Petroleum transport vehicles; amber warning lights allowed when parked or delivering products."
HB124,574077,"License plates, special; issuance for STEM teachers and students."
HB125,574081,"Virginia's World War II Heritage Alliance Route; VDOT to indicate by placing markers, etc."
HB126,574070,"Absentee voting and procedures; secure return of voted military-overseas ballots."
HB127,574073,"Muzzleloading pistols; persons allowed to hunt big game with pistols in certain seasons."
HB128,574079,"Grass and weeds; adds Towns of Front Royal & Gordonsville to list authorized to require cutting."
HB129,574705,"Explosive material; method of ignition."
HB130,574696,"Health care providers; civil immunity for members of or consultants to boards or committees."
HB131,574777,"Chesapeake Bay; voluntary tax contributions for restoration, report."
HB132,574759,"Commissioned officers; tuition-free instruction at higher educational institutions."
HB133,574789,"Two-Year College Transfer Grant Program; eligibility criteria."
HB134,574771,"Diabetes; certain students permitted to self-check blood glucose levels on school property, etc."
HB135,574763,"Home-produced or farm-produced products; sale of products by certain farm operations."
HB136,574793,"Health insurance exchange; navigators & other exchange assistors, licensing & regulation, penalties."
HB137,574767,"Higher educational institutions; admission and enrollment of students domiciled in Virginia."
HB138,574785,"Magistrates; authorized to exercise powers regarding search warrants throughout Commonwealth."
HB139,574781,"License plates, special; issuance for members and supporters of 4-H clubs."
HB140,574856,"Multistate Coal Compact; established."
HB141,574858,"Divorce, custody, or visitation; court orders in pending suit, life insurance policies."
HB142,574937,"Circuit court judges; adds an additional judge to 20th Judicial Circuit."
HB143,574932,"Courthouse; posting of notices, website."
HB144,574933,"Higher educational institutions; admission of students domiciled in Virginia."
HB145,574929,"Commonwealth Transportation Board; removal of members by Governor."
HB146,574935,"Commonwealth Transportation Board; increases membership."
HB147,574952,"Medicaid program independent contractors; deferred compensation plan."
HB148,574954,"Motor vehicle sales and use tax; reduces sale price by value of any trade-in."
HB149,574951,"Real property tax; board of equalization."
HB150,574957,"Jail authorities; sovereign immunity."
HB151,574956,"Income tax, state; Tax Commissioner and State Comptroller to implement procedures for tax refunds."
HB152,574950,"State Police, Department of; variable housing allowance."
HB153,574959,"Writ of actual innocence; based on nonbiological evidence, additional petitions allowed."
HB154,574969,"Organ donation; establishes a system of presumed consent in Commonwealth."
HB155,575102,"Interstate Offshore Energy Compact; established."
HB156,575097,"Real and personal property tax; exemption for religious bodies."
HB157,575118,"Charter schools; restrictions and pre-lottery enrollment for current students."
HB158,575100,"Annexation moratorium statute; continuation of moratorium on annexation by cities."
HB159,575092,"Personal property; fraudulent conversion or removal of leased property, restitution."
HB160,575117,"Reckless driving; exceeding speed limit."
HB161,575098,"District courts; an audio recording of proceedings may be made by party or his counsel."
HB162,575127,"Appeals to Supreme Court of Va. and Court of Appeals of Va; filing of an appendix by CD-ROM."
HB163,575095,"Appeal from bail, bond, or recognizance order; compliance with appellate court."
HB164,575089,"Metropolitan Washington Airports Authority; background checks of applicants."
HB165,575093,"Charter; Town of Culpeper."
HB166,575104,"Inoperable, abandoned, and salvage vehicles; salvage vehicle dealers."
HB167,575126,"Virginia Business One Stop electronic portal program; participation by State Corporation Commission."
HB168,575087,"State Corporation Commission; eFile electronic registration system, etc."
HB169,575114,"Commonwealth Transportation Board; increases membership, terms of members."
HB170,575120,"Grass and weeds; Goochland County authorized to require cutting."
HB171,575090,"Crime victim rights; offenses by juveniles."
HB172,575096,"Standards of Learning tests; expedited retake."
HB173,575085,"Electronic devices; search without warrant prohibited."
HB174,575111,"Virginia Freedom of Information Act; administrative investigations, local inspectors general."
HB175,575119,"School boards, local; administration of Standards of Learning assessments."
HB176,575103,"Tow truck drivers; registration after conviction of violent crimes."
HB177,575105,"Cutting of grass; statewide application."
HB178,575106,"Virginia Retirement System; assumed rate of return on investments for employer contributions."
HB179,575121,"Asbestos, Lead, & Home Inspectors, Board for; examination, asbestos worker license applicants."
HB180,575088,"Invention development services; required disclosure, civil penalty."
HB181,575094,"Virginia Retirement System; collection of overpayments to retirees and beneficiaries."
HB182,575108,"Local employees; retirement benefits."
HB183,575101,"Juveniles; commitment to Department of Juvenile Justice, consideration of social history, report."
HB184,575122,"Auctioneers; exemption from licensure."
HB185,575110,"Municipal deed; restrictions on certain property in Virginia Beach."
HB186,575123,"Seized drugs and paraphernalia; forfeiture to law enforcement."
HB187,575091,"Real and personal property tax exemption; aviation museum."
HB188,575109,"Jury commissioners; appointment and selection of jurors."
HB189,575115,"License plates, special; issuance for supporters of Surfrider Foundation."
HB190,575113,"Athletic trainers; possession and administration of oxygen."
HB191,575124,"Physician assistant; expert witness testimony."
HB192,575107,"Precious metals dealers; chief law-enforcement officer may waive permit fee for retail merchants."
HB193,575125,"FOIA; participation in meetings by electronic communication in event of emergency, etc."
HB194,575128,"Candidates for office; method of nominations, etc."
HB195,575086,"Sex Offender and Crimes Against Minors Registry; VSP to establish supplement (Robby's Rule)."
HB196,575099,"Pretrial appeals by Commonwealth; Class 1 misdemeanors."
HB197,575134,"Virginia history and United States Constitution; supplementary written materials on documents."
HB198,575139,"Student discipline; expulsion due to firearm or drug offenses."
HB199,575140,"Local government expenditures or reductions; DLS to identify legislation affecting."
HB200,575141,"Student information; release to federal government agencies."
HB201,575136,"Rural Virginia, Center for; adds Secretary of Agriculture & Forestry as member of Board of Trustees."
HB202,575153,"Licensure of assisted living facilities; credit references."
HB203,575150,"Virginia College Savings Plan; Plan established as a body politic and corporate."
HB204,575160,"Secretary of the Commonwealth; centralized filing of disclosure forms."
HB205,575163,"Student-athlete discipline policies; brd. of visitors of higher ed. institutions to establish."
HB206,575158,"Higher educational institutions, 4-year; mental health resources available to students on website."
HB207,575148,"Science; Board of Education, et.al.,to encourage students to explore scientific questions."
HB208,575149,"Vested rights; amends existing statute."
HB209,575161,"Subdivision plats; localities may mandate submission of preliminary plats for tentative approval."
HB210,575159,"Martinsville, City of; city reversion to town status."
HB211,575157,"Motor vehicle insurance; policy coverage for inconvenience."
HB212,575151,"Driving while holding pet; prohibited."
HB213,575155,"Salem Highway Construction District; additional transportation funding, report."
HB214,575164,"Farm vehicles and antique vehicles; only vehicles owned by Virginia residents can be registered."
HB215,575186,"Social services, district board of; process for withdrawal by local governments."
HB216,575183,"Virginia Alcoholic Beverage Control Authority; created."
HB217,575174,"Alcoholic beverage control; mixed beverage license for Virginia State Fair."
HB218,575177,"Tobacco products; purchase, etc., of nicotine vapor products by minors, penalty."
HB219,575179,"Virginia Freedom of Information Act; record exemption for certain letters of recommendation."
HB220,575190,"Driving while intoxicated; refusal of blood or breath tests."
HB221,575228,"Students; admission to certain children's residential facilities."
HB222,575210,"Behavioral health care providers; licensure, notice to local governing body."
HB223,575230,"Virginia Public Procurement Act; establishment of historically underutilized business zones."
HB224,575292,"Real estate; criteria for tansferring certain delinquent taxes."
HB225,575278,"Richmond, City of; reassessment of real estate and equalization."
HB226,575288,"Campaign finance; contributions from certain organizations."
HB227,575260,"Public water and sewer utilities and authorities; service contracts."
HB228,575261,"Visually impaired students; evaluation by certified Teacher of Visually Impaired."
HB229,575281,"Comprehensive Services for At-Risk Youth and Families; special education programs."
HB230,575296,"Economic development authorities; appointment in Frederick County."
HB231,575291,"House of Delegates districts; technical adjustment."
HB232,575254,"Immediate sanction probation program; extends sunset provision on establishment of programs."
HB233,575272,"Sex offenders; requires circuit court to find good cause before accepting name change applications."
HB234,575284,"VIEW; screening and assessment for use of illegal substances."
HB235,575268,"Sex Offender & Crimes Against Minors Registry Act; amends to add solicitation of prostitution."
HB236,575279,"Health benefit plans; renewal and offer of nonconforming plans."
HB237,575283,"Telework Grant Program; Program to be administered by Department of Rail and Public Transportation."
HB238,575256,"Higher educational institutions; spending of tuition."
HB239,575258,"Income tax, state; creates home school instruction tax credit."
HB240,575269,"Long-Term Care Ombudsman, Office of State; access to clients, patients, individuals, etc., records."
HB241,575297,"Temporary detention; time during which a person may be held, 48 hours notice to leave facility."
HB242,575264,"Emergency custody orders; duration, extension."
HB243,575271,"Temporary detention order; facility of detention."
HB244,575289,"Grand larceny; threshold."
HB245,575257,"Conflict of Interests Act, State and Local Government; prohibited contracts between Governor."
HB246,575277,"Governor and Attorney General; parties to litigation with state, prohibited conduct, penalties."
HB247,575290,"Governor's Development Opportunity Fund; political contributions and gifts, prohibited conduct."
HB248,575295,"Special counsel; cap on compensation paid to those appointed to handle certain legal matters."
HB249,575286,"Judgment proceeding; setting aside judgment confessed."
HB250,575263,"Child custody or visitation; petition."
HB251,575266,"Real Estate Board; death or disability of a broker."
HB252,575255,"Public assets; misuse, penalty."
HB253,575267,"Alternative onsite sewage systems; licensure of installers."
HB254,575262,"Alcoholic beverage control; creates art instruction studio license."
HB255,575294,"Photo-monitoring; systems to enforce traffic light signals."
HB256,575285,"State Police, Department of; variable housing allowance."
HB257,575274,"Felonies; use or display of firearm in committing, penalty."
HB258,575275,"Higher educational institutions; restrictions on student speech, limitations."
HB259,575324,"Real estate licensees; signing of pleadings, motions, and other papers."
HB260,575325,"Property Owners' Association Act; association charges."
HB261,575328,"Stormwater management program; regulations, single family residence."
HB262,575321,"Local boards; appointment of members of boards of supervisors."
HB263,575326,"License plates; repeals issuance to members of certain armed forces."
HB264,575319,"Social services, local boards of; authority to employ in-house counsel."
HB265,575329,"Multistate Non-navigable Waters Compact; established."
HB266,575343,"License plates, special; issuance of those bearing legend VIRGINIA ADOPTS."
HB267,575376,"License plates, special; issuance for members and supporters of Law Enforcement United."
HB268,575335,"Agricultural operations; local regulation of certain activities, On-Farm Activities Working Group."
HB269,575342,"Cases under advisement; circuit court judge in civil action holding decision for unreasonable time."
HB270,575357,"Alcoholic beverage control; certain licensees to provide information to consumer."
HB271,575377,"Candidate filing requirements; gift disclosures."
HB272,575368,"Judicial performance evaluation program; evaluation reports on justices and judges."
HB273,575370,"Virginia Residential Landlord and Tenant Act; changes applicability, security deposits."
HB274,575332,"Procedures for notifying accused of certificate of analysis; waiver, continuances."
HB275,575366,"Electoral boards, local; meetings, proceedings, and records."
HB276,575363,"Marriage; persons other than ministers who may celebrate rites of marriage."
HB277,575337,"Pedestrians; crossing highways."
HB278,575359,"Juvenile and domestic relations district court; clarifies law governing retention of records, etc."
HB279,575341,"Judges; mandatory retirement."
HB280,575374,"False advertisement for regulated services; notice, penalty."
HB281,575336,"Northern Virginia Transportation Authority; contracts."
HB282,575345,"Alcoholic beverage control; contract winemaking facility, nonpayment."
HB283,575364,"Alcoholic beverage control; suspension of license for local tax delinquency."
HB284,575344,"Alcoholic beverage control; air carrier licensees, privileges."
HB285,575353,"Emergency protective orders; arrests for domestic assault, definition of law-enforcement officer."
HB286,575379,"State Inspector General; appointment by General Assembly."
HB287,575346,"State Inspector General, Office of; powers and duties."
HB288,575340,"House of Delegates districts; technical adjustment."
HB289,575403,"Virginia Public Procurement Act; cooperative procurement."
HB290,575405,"Virginia Public Procurement Act; competitive negotiation, job order contracting."
HB291,575406,"Driving under influence of alcohol; restricted license."
HB292,575404,"Virginia Health Benefit Exchange; established and operated by new division within SCC."
HB293,575410,"Temporary detention; determining facility for individual."
HB294,575407,"Emergency custody order; extension."
HB295,575589,"Livable Home Tax Credit; increases total amount granted for program."
HB296,575635,"Comprehensive plans; alignment of transportation infrastructure and facilities."
HB297,575618,"Mechanics' liens; good faith performance by unlicensed contractors."
HB298,575581,"Firearm possession; involuntary commitment and restoration of rights."
HB299,575593,"Judicial retirement system; weighted years of service factor."
HB300,575599,"Tattooing or body piercing; removes from elements of crime requirement that be done for hire, etc."
HB301,575607,"Business records; admissibility as evidence in any civil proceeding."
HB302,575626,"Injunctions; expedited review of final and interlocutory orders, opposition to petition for review."
HB303,575617,"Clerk of court; costs taxed."
HB304,575602,"Prescription drugs; specialty tier coverage."
HB305,575625,"Immunizations; Department of Health to seek reimbursement for cost in certain cases."
HB306,575610,"Deputy sheriffs; eligibility for enhanced retirement benefits."
HB307,575603,"Hunter safety education; after-school programs for students in grades 7 through 12."
HB308,575612,"Health insurance; prescription drug formularies, notices."
HB309,575604,"General Assembly members; election or appointment to judgeship."
HB310,575600,"First informer broadcaster; access to station in state emergency area to disseminate news."
HB311,575628,"Highways, bridges, ferries, rail transportation, etc.; recodifying and revising laws."
HB312,575619,"Civil action; rescission of deed, etc., court may award to plaintiff reasonable attorney fees, etc."
HB313,575621,"Clerk of the State Corporation Commission; unauthorized filings."
HB314,575637,"Income tax, state; insurance premiums."
HB315,575580,"Incapacitated persons; expands class of victims of crime of financial exploitation."
HB316,575630,"Teachers; probation and dismissal."
HB317,575638,"Prohibition on weapons at airport; exception for concealed handgun."
HB318,575598,"A-to-F school grading system; abolishes system for measuring individual school performance."
HB319,575585,"Income tax, state; Tax Commissioner and State Comptroller to implement procedures for tax refunds."
HB320,575636,"Reckless driving; passing other vehicles at intersections."
HB321,575596,"Entrepreneur-in-Residence Program; created."
HB322,575615,"Charter; Town of Monterey."
HB323,575622,"Temporary detention order; transportation."
HB324,575584,"Virginia Virtual School; established, report, effective date."
HB325,575877,"Electronic communications; right to privacy, civil action."
HB326,575878,"Unlawful dissemination or sale of images of another; person is guilty of Class 1 misdemeanor."
HB327,575948,"Law-Enforcement Officers Procedural Guarantee Act; definition of law-enforcement officer."
HB328,575899,"Charter; City of Alexandria."
HB329,575889,"Crohn's disease, colitis, and irritable bowel syndrome; identification cards and information."
HB330,576022,"Judges; adds fourth circuit court judge to 10th Judicial Circuit."
HB331,575956,"First-time home buyer savings plans; established."
HB332,575914,"Common Interest Community Ombudsman; owners' bill of rights."
HB333,576013,"School calendar; local school boards responsbile for setting and determining opening day."
HB334,575990,"Multidisciplinary child sexual abuse response teams, local; attorney to establish to review cases."
HB335,575944,"Family abuse protective orders; motor vehicles."
HB336,575910,"Insurance joint underwriting associations; board of directors."
HB337,575921,"Active Shooter Local Law-Enforcement Training Grant Fund; created."
HB338,575952,"Health benefit exchange; plan management functions."
HB339,575995,"FOIA; exempts certain proprietary records of DRPT & VDOT from mandatory disclosure provisions."
HB340,575888,"Alternative Fuel Vehicle Conversion Fund; moneys in Fund to be used to assist local government, etc."
HB341,576014,"Natural gas vehicles; weight limit exception, allowance for Interstate highways."
HB342,575926,"Students; enrollment in online courses and virtual programs, tuition."
HB343,575912,"Provisional ballots; voters unable to vote in person or by absentee ballot due to hospitalization."
HB344,575925,"Harassment by computer; impersonating another, penalty."
HB345,575900,"Motor fuels tax; alternative fuels."
HB346,575895,"Public-Private Transportation Act of 1995; additional requirements for certain agreements."
HB347,576003,"Income tax, state; deduction for payment of certain tolls."
HB348,575966,"Governor's Development Opportunity Fund; expands eligibility for grants."
HB349,575891,"Public-Private Transportation Act of 1995, etc.; comprehensive agreements."
HB350,575997,"Enterprise zones; expands criteria for designation."
HB351,575903,"Downtown Tunnel Construction Relief Grant Fund; established."
HB352,575915,"Epinephrine; possession and administration."
HB353,575961,"Judicial caseloads; weighted caseload system."
HB354,575897,"Veterans Service Organizations, Joint Leadership Council of; powers and duties."
HB355,575967,"Virginia Commonwealth University Health System Authority; chairman of the Board of Directors."
HB356,575890,"Virginia Community College System; quorum and main office of State Board for Community Colleges."
HB357,575960,"Concealed handgun permit applicant; access to information."
HB358,575951,"Banks; interstate branching."
HB359,575911,"Jurisdiction; custody and visitation arrangements for minor children, definitions."
HB360,575947,"General receivers; reimbursement of expenses incurred for direct out-of-pocket expenses."
HB361,576580,"Real and personal property tax; exemption for religious bodies."
HB362,576575,"State funding; instructional positions for students having limited English proficiency."
HB363,576006,"Electric utility regulation; approval of generation facilities."
HB364,575941,"Civics Education, Commission on; established in legislative branch of state government, report."
HB365,576007,"Standards of Learning; assessments, revisions."
HB366,575986,"Virginia Tourism Authority; designating Blue Ridge Highlands region to enhance tourism development."
HB367,575885,"Community Action Act; duties of Secretary of Commerce and Trade."
HB368,575957,"Eye care coverage; requirement for carrier practices."
HB369,575940,"Parking management companies; expands powers of companies operating under contracts with localities."
HB370,575922,"Commercial credit reporting; establishes procedure enterprise may request access to report."
HB371,575975,"License tax, local; tax on net income of businesses."
HB372,575955,"Virginia Residential Landlord and Tenant Act; expedited evictions for nonremediable breaches."
HB373,576245,"School speech-language pathologists; licensure."
HB374,576196,"Charter; City of Fairfax."
HB375,576359,"Patent infringement; assertions made in bad faith, exemptions, penalties."
HB376,576409,"Deer; spotlighting, exemption from restrictions."
HB377,576424,"Billboard signs; adjustment or relocation."
HB378,576571,"Improper driving; jury hearing case."
HB379,576441,"Commonwealth Transportation Board; changes composition of membership."
HB380,576507,"Virginia Freedom of Information Act; disclosure pursuant to court order or subpoena."
HB381,576556,"Income tax, state; tax credit for principal paid on business loans."
HB382,576392,"Charter schools; funding."
HB383,576457,"House of Delegates districts; technical adjustment."
HB384,576229,"Local mandates; identification of sources of funding."
HB385,576262,"Misdemeanors, certain; expungement of police and court records."
HB386,576523,"School calendar; local school boards responsbile for setting and determining opening day."
HB387,576277,"Newborns; critical congenital heart defect screening."
HB388,576474,"Charter schools; funding."
HB389,576327,"Unemployment compensation; voluntary separation presumed."
HB390,576310,"Sand replenishment; sand or other material placed on bottomlands to provide for beach nourishment."
HB391,576343,"National accrediting organizations; Joint Commission on Accreditation of Healthcare Organizations."
HB392,576540,"Assault and battery; emergency health care provider."
HB393,576376,"Judgment; payment required to be noted by creditor, penalty."
HB394,576146,"Suit for personal injury; report from health care provider licensed outside of Commonwealth."
HB395,576163,"Public safety employees; testing for blood-borne pathogens."
HB396,576179,"Rail and Public Transportation, Department of; funding."
HB397,576593,"Social worker; family-services specialists & qualified equivalent workers allowed to perform tasks."
HB398,576601,"Statutes of limitation; accrual of right of action."
HB399,576573,"Charter; City of Norfolk."
HB400,576577,"Hampton Roads, Transportation District Commission of; staggers terms of gubernatorial appointees."
HB401,576576,"Norfolk, City of; changes length of term for school board members."
HB402,576588,"Virginia Racing Commission; steeplechase race meetings, simulcast horse racing."
HB403,576604,"Child sex-crime cases; admission of prior sexual offenses into evidence."
HB404,576574,"Investigation of cases involving alleged sexual abuse of a child; qualifications of investigator."
HB405,576592,"Abuse or neglect of a child, suspected; reports to law enforcement."
HB406,576581,"Evaluate Tax Preferences, Joint Subcommittee to; required to report to General Assembly annually."
HB407,576608,"Adoption; disclosure of identifying information."
HB408,576594,"Elections; elected and certain appointed officers, removal from office."
HB409,576582,"Health, Department of; onsite sewage system design, report."
HB410,576596,"Student-athletes; effects of concussions on academic performance."
HB411,577085,"Vehicle safety inspection approval; increases grace period for certain members of armed services."
HB412,577082,"Child care; Department of Social Services to plan for national background checks for providers."
HB413,577153,"Incapacitated persons; filing of evaluation reports, requirement for filing under seal."
HB414,577060,"Prisons; telephone systems, Prisoner Reentry Fund established."
HB415,577155,"Truck cranes; permits authorizing operation over highways for those that exceed maximum weight."
HB416,577192,"Loudoun County; VDOT's duties & responsibilities to properly maintain the rural gravel road network."
HB417,577108,"Virginia Human Rights Act; public employment, prohibited discrimination, sexual orientation."
HB418,577190,"Fair Housing Law; unlawful discrimination based on sexual orientation."
HB419,577072,"Tenants; entireties in real and personal property."
HB420,577120,"Public assets; misuse, adoption of local ordinance by locality, penalty."
HB421,577178,"Virginia Public Procurement Act; competitive negotiation, term contracts for certain services."
HB422,577166,"Local government; prohibit certain practices requiring contractors to provide certain benefits, etc."
HB423,577156,"Alcoholic beverage control; allows passengers to consume alcoholic beverages in motor vehicle, etc."
HB424,577119,"Alcoholic beverage control; distillers' licenses, tasting privileges, special event licenses."
HB425,577183,"Northern Virginia Transportation Authority; increases membership."
