bill_number,bill_id,title
HB37,388215,"School social workers and psychologists; authorize districts to employ and receive partial state reimbursement for salaries."
HB38,388221,"Contributing to the neglect or delinquency of a child and abuse of a child; revise penalties for."
HB39,388229,"Check cashers; reduce maximum rate of interest that may be charged for cashing checks."
HB40,388236,"Sales under execution; reduce time period during which those sales may be had."
HB41,388244,"Headlights; require to be used whenever windshield wipers necessitated."
HB42,388251,"Distinctive license tag; authorize issuance to members of Wahabi Shrine Temple, Joppa Shrine Temple and Hamasa Shrine Temple."
HB43,388260,"Superintendents of Education; require all to be appointed and boards to be elected."
HB44,388268,"School district superintendents; require administrative experience in order to be eligible to serve as."
HB45,388274,"All-terrain vehicles; require owners to obtain a certificate of number."
HB46,388281,"County court serving as youth court; clarify that court may appoint a guardian ad litem."
HB47,388290,"Identity theft; establish procedure for victim to have debt forgiven and credit reports purged."
HB48,388297,"Student residency requirements; require State Board of Education to adopt uniform policy to be implemented by school boards."
HB49,388304,"Distinctive license tag; authorize issuance to supporters of Mississippi Emergency Services Association, LLC."
HB50,388312,"Social workers; issue license to certain persons who work for certain public entities."
HB51,388320,"Statewide System of Care; reduce reliance on institutions and expend home- and community-based services."
HB52,388327,"School curriculum; require comprehensive Mississippi history course for public school students in Grade 9."
HB53,388334,"Compulsory School Attendance Law; delete provision allowing parent to disenroll child from kindergarten."
HB54,388343,"Adequate Education Program; increase adjustment to base student cost for at-risk students."
HB55,388349,"MAEP; define ""at-risk pupil"" and include a child diagnosed with an autism spectrum disorder."
HB56,388361,"Medicaid; redetermination of eligibility for shall be available by mail."
HB57,388367,"Elected official; prohibit from changing political party affiliation during term of office."
HB58,388376,"Bill of Rights for patients and residents of health care facilities; provide."
HB59,389547,"Workers' Compensation Law; require every carrier to provide coverage to employees who have a nonviolent record."
HB60,389548,"Distinctive license tag; authorize issuance to supporters of the Mississippi Damage Prevention Council."
HB61,389549,"Credit unions; authorize to conduct savings promotion raffles."
HB62,389551,"Self-employment assistance program; create."
HB63,389552,"Medicaid; provide that Private Fee-for-Service plans services shall be covered in a pilot program."
HB64,389553,"Appropriation; Department of Health to establish and operate two STD/HIV specialty clinics."
HB65,389555,"Health; State Health Officer shall develop program to close the gap in health status of gender and racial groups."
HB66,389556,"Appropriation; Archives and History for preplanning new museum of Mississippi's Native American heritage."
HB67,389559,"CON; issue for psychiatric facility beds in Washington County."
HB68,389561,"Child care facilities and family child care homes; require emergency preparedness plans for evacuation or protection of children."
HB69,389562,"Family Savings Initiative Act; create."
HB70,389563,"Homeowner's Emergency Mortgage Assistance Program; establish."
HB71,389566,"Legislative Public Project Grant Program; create."
HB72,389567,"Medical records; persons seeking disability benefits may obtain at no charge until final determination of disability."
HB73,389568,"Appropriation; Department of Health for HIV/AIDS education, prevention and treatment programs/services."
HB74,389573,"Appropriation; Mississippi Delta Strategic Compact."
HB75,389574,"Mortgage Foreclosure Rescue Business Act; create."
HB76,389575,"Mississippi Youthbuild Act; create."
HB77,389577,"Dating violence; require school districts to adopt policy and educate students on."
HB78,389578,"Comprehensive eye examination; require for certain students upon enrollment in public school or private school approved by the SBE."
HB79,389579,"Public school students; authorize community service as an alternative to suspension or expulsion."
HB80,389581,"Health insurance policies; require coverage for hearing aids for dependent children."
HB81,389586,"School curriculum; require voter education as a component of the United States government course."
HB82,389588,"Nursing homes; require to purchase and maintain a minimum amount of liability insurance."
HB83,389589,"School administrators; require to report acts of violence resulting in injury to local law enforcement authorities."
HB84,389590,"Beer; permit making of homemade beer for domestic or household use only."
HB85,389592,"Income tax; authorize fuel cost adjustment to gross income."
HB86,389593,"Mississippi Highway 25; remove requirement that certain segment in Monroe County be constructed as fully controlled."
HB87,389594,"Industrial life insurers; increase maximum life insurance policy from $5,000.00 to $20,000.00."
HB88,389599,"Bicycle passing laws; provide for a felony when violation results in serious injury or death."
HB89,389600,"Income tax; authorize establishment of catastrophe savings accounts and exempt contributions and distributions from tax."
HB90,389601,"Mississippi Highway 30 Bypass; designate in Prentiss County and the City of Booneville as ""F. Wade Lambert Memorial Highway."""
HB91,389604,"School year; prohibit public schools from opening before Labor Day."
HB92,389605,"Distinctive license tag; reauthorize issuance to supporters of the Mississippi Junior Golf Foundation."
HB93,389606,"Income tax; provide credit to contractors for homes constructed in accordance with certain Green standards."
HB94,389609,"Income tax; authorize an adjustment to gross income for higher education tuition, fees and other costs."
HB95,389612,"Income tax; revise time within which Department of Revenue must refund overpayment before taxpayer may petition for hearing."
HB96,389613,"University of Mississippi Medical Center - ACT Center Fund; require annual transfer of funds from State General Fund to."
HB97,389616,"Crime Victims' Compensation Act; revise."
HB98,389617,"U.S. Highway 78; designate certain segment of in Benton and Marshall Counties as ""William R. 'Bill' Minor Memorial Highway."""
HB99,389618,"Mississippi Highway 51; designate segment of in Town of Goodman, Holmes County, as ""Martin Luther King, Jr., Memorial Hwy."""
HB100,389621,"District attorneys; add two for 21st Judicial District."
HB101,389622,"Immunizations; allow parents with bona fide belief that such will harm children to be exempt from requirements."
HB102,389647,"Election commissioners; provide that they will be members of the Public Employees' Retirement System."
HB103,389662,"Public purchasing; best bidder may be the one offering the lowest life-cycle costs."
HB104,389678,"Legal Tender Act; create."
HB105,389694,"Mississippi Eminent Scholars Program; eliminate GPA requirement for eligibility."
HB106,389713,"Counties; authorize board of supervisors to employ attorney as full-time county employee."
HB107,389731,"DUI; create offense of child endangerment."
HB108,389746,"Attorneys; exempt legislators and legislative staff attorneys from CLE requirements."
HB109,389765,"Engineering; delete expert testimony from definition of practice of engineering."
HB110,389780,"Open Lawyer Fees Act; create."
HB111,389800,"Elected officials; indictment results in suspension without pay and conviction results in removal."
HB112,389816,"General Laws, legislative journals and MS cases reporters; Secretary of State may reduce number distributed free of cost."
HB113,389833,"Homestead exemption; increase."
HB114,389849,"Income tax; provide a credit for contributions to school tuition organizations or public schools."
HB115,389869,"Homestead exemption; increase for totally disabled veterans and extend to unremarried surviving spouses of such veterans."
HB116,389884,"Income tax; provide credit for taxpayer paying home security expenses for primary residence."
HB117,389903,"Tuition; waive at universities and colleges for children of certain deceased veterans."
HB118,389918,"Voter assistance; revise provisions and require signed declarations."
HB119,389935,"Ad valorem taxation; revise procedure for appeal of decisions regarding objections to assessments of real or personal property."
HB120,389954,"Attempted murder; create offense."
HB121,389970,"Voter Identification; require those who appear to vote to present proper."
HB122,389985,"Sunshine Act; create for agencies hiring attorneys."
HB123,390133,"Drug courts; revise participation requirements."
HB124,390142,"Distinctive license tag; authorize issuance to supporters of the Mississippi Swimming Association."
HB125,390153,"Distinctive license tag; authorize issuance to supporters of Northwest Rankin High School athletics."
HB126,390163,"Caylee's Law; create."
HB127,390176,"Students of military personnel residing on base; allow parent or legal guardian to choose school or school district of enrollment."
HB128,390185,"Sex offenders; clarify notification to volunteer organizations regarding status."
HB129,390195,"Sales tax revenue; divert portion of revenue collected in Tunica County to the Tunica County Tourism Commission."
HB130,390205,"Tunica County; revise number of years and amount authorized to contribute to Tunica County Economic Development Foundation, Inc."
HB131,390216,"Tunica County; create the Tourism Development and Support Fund."
HB132,390229,"Absentee ballots for enlisted soldiers; authorize use of electronic signatures."
HB133,390237,"Appellate judges; provide for appointed judges of Supreme Court and Court of Appeals."
HB134,390250,"Mayor, city council and boards of supervisors; clarify that governing body may reduce salaries or compensation of."
HB135,390259,"Use tax; provide that person soliciting remote sales through representatives in this state is subject to use tax."
HB136,390270,"Sales taxation; exempt retail sales of school supplies during the last weekend in July."
HB137,390279,"Sextortion; criminalize."
HB138,390290,"Medicaid; require testing of applicants and recipients for illegal drugs."
HB139,390301,"Child endangerment; provide for DUI violations."
HB140,390314,"Radar; authorize sheriffs, deputies and constables to use on county roads to enforce speed limits."
HB141,390324,"Election commissioners; provide that they will be members of the Public Employees' Retirement System."
HB142,390337,"Sales tax; exempt sales of tangible personal property and services to certain organizations providing food to needy persons."
HB143,390346,"Seat belt; provide that failure to provide and use may be admissible in evidence to prove failure to mitigate damages."
HB144,390356,"Judgments; rate of interest on shall be equal to Federal Reserve discount rate."
HB145,390365,"Concealed weapons; prohibit carrying in county-owned facilities."
HB146,390378,"Sales tax; exempt sales made at auctions, flea markets and antique malls."
HB147,390388,"Hospital records; patient shall be given copy of before being retired or destroyed."
HB148,390399,"Hospitals; require to provide certain medical records to other hospitals when transferring patients to them."
HB149,390412,"Medicaid; create Medicaid Commission to administer program and abolish Division of Medicaid."
HB150,390423,"Gulf of America; body of water south of Mississippi shall be known as, for all official purposes."
HB151,390432,"Open primary election; authorize."
HB152,390441,"Wild hogs; authorize to be hunted year-round with proper permit or license."
HB153,390453,"Mississippi Interagency Council on Homelessness; create."
HB154,390464,"MS Board of Human Services; create to provide policy direction for DHS."
HB155,390474,"Expunction; revise."
HB156,390484,"Motor vehicle liability insurance; require insurers to notify Department of Public Safety in event of lapse."
HB157,390501,"Failure to obey mandatory evacuation orders and tampering of certain warning signs; create certain policies and penalties regarding."
HB158,390509,"Open primaries elections; authorize for state, county and municipal offices."
HB159,390519,"Address confidentiality program in domestic violence cases; revise."
HB160,390529,"Crime Victims Bill of Rights; victim has right to receive copy of initial incident report."
HB161,390540,"Income tax, jobs credit; aggregate jobs created by qualifying businesses in entertainment dist. for eligibility purposes."
HB162,390552,"Radar; authorize patrol officers of Pearl River Valley Water Supply District to use."
HB163,390562,"Radar; authorize sheriff to use in counties over 70,000 and impose additional state assessment for violation when used."
HB164,390968,"Prison lands; transfer authority to manage agricultural leases from DFA to Secretary of State."
HB165,390572,"Tax sales; revise method of service of notice of expiration of redemption period."
HB166,390581,"Interstate 55; designate certain segment of in Copiah County as the ""Robert L. Johnson Memorial Highway."""
HB167,390594,"Distinctive license tag; reauthorize issuance to aircraft pilots."
HB168,390605,"Municipal special sales tax; remove requirement that expenditure of revenue comply with a commission master plan."
HB169,390615,"Gaming license fees; redistribute portion of state's share to local system road and bridge programs."
HB170,390628,"Marijuana; conform possession, possession in a motor vehicle."
HB171,391058,"Home schooled students; allow part-time enrollment for extracurricular activities and include in ADA."
HB172,390637,"Alcoholic beverages; revise definition of qualified resort area for purpose of sale in certain areas of municipalities."
HB173,390649,"Bail; revise certain forfeiture provisions."
HB174,390656,"Bail agents; revise education and bonding requirements."
HB175,390669,"Bail agents; bond not required to be approved by sheriff."
HB176,390679,"Newborns; require testing of oxygen saturation level before discharge from hospital."
HB177,390692,"Implied consent law; allow sentence for violations to include house arrest at rehab center."
HB178,390703,"Uniform laws; enact Uniform Foreign-Country Money Judgments Recognition Act."
HB179,390714,"Chancery court; provide additional chancellor for the 4th Chancery Court District."
HB180,390725,"Contracts; provide for postnuptial agreements."
HB181,390734,"Gaming; clarify that wagering on certain athletic events is unlawful."
HB182,390744,"Trusty status offenders; revise crimes that make offenders ineligible for additional earned time."
HB183,390756,"Economic development financial incentives; require repayment if recipient convicted of certain crimes."
HB184,390764,"Sexual offenses against children; revise certain provisions."
HB185,390777,"Motor vehicles; establish requirements for leased and rent-to-own vehicle registration, titles and liability insurance."
HB186,390789,"Law enforcement officer; create discipline commission to hear complaints."
HB187,390801,"Justice court; provide jurisdiction over property seized for game and fish violations."
HB188,390809,"Public improvement districts; revise newspaper notice when issuing certificates of public convenience &amp; necessity in certain areas."
HB189,390818,"Whistleblower Law; provide for damages."
HB190,390831,"Radar; prohibit use within 1,000 feet of posted point where speed limit is reduced."
HB191,390841,"Uniform laws; create Uniform Adult Guardianship and Protective Proceedings Jurisdiction Act."
HB192,390852,"Trappings; restrict use of conibear or body-gripping traps on public lands."
HB193,394300,"Crimes; revise attempt to commit an offense."
HB194,394321,"Volunteer and Parents Incentive Program and the Parents' Bill of Rights; create."
HB195,394341,"Motivating Parents and Children (M.P.A.C.) pilot program; establish within the State Department of Education."
HB196,394362,"Social workers; provide in schools having high incidences of crime and via video conferencing means."
HB197,394384,"Mississippi Save our Children Act; create to require programs in certain school districts."
HB198,394405,"Mississippi Senior Cadets Program; establish in State Department of Education."
HB199,394425,"""Health Careers Academy""; create for students in Grades 9 through 12."
HB200,394449,"""Dream Makers Program""; create as an after-school program for students in Grades 7 and 8."
HB201,394470,"School curriculum; require students to receive additional instruction in healthy living."
HB202,394499,"Outdoor advertising; prohibit promoting or marketing alcoholic beverages, tobacco products and fast food in certain areas."
HB203,394520,"Comprehensive sex education; require to be taught in Grades K through 12."
HB204,394544,"Middle schools; require academic plans for students, peer mentoring and other programs."
HB205,394565,"Online learning programs; improve oversight and quality assurance of in public schools."
HB206,394586,"Environmental contamination; require DEQ to test for upon request and local government to clean up."
HB207,394610,"Dropout Prevention and Student Re-engagement Act; create."
HB208,394632,"Compulsory school attendance; increase age of and revise various provisions."
HB209,394654,"Public high schools; revise graduation requirements and authorize pre-apprentice programs."
HB210,394676,"Healthcare Coordinating Council; require to make a report on specific health goals for the state."
HB211,394739,"Sunshine Act; create for agencies hiring attorneys."
HB212,395301,"Minority set-aside; revise qualifications of eligibility for obtaining purchasing contracts under."
HB213,395328,"Pre-kindergarten; require Department of Education to create the ""ABC Program"" to provide instruction via Internet."
HB214,395357,"Teacher scholarships; authorize for college graduates for additional courses required for teacher licensure."
HB215,395382,"Preexisting condition; prohibit abuse-related medical condition from being."
HB216,395402,"Compulsory school attendance; increase age of and revise various provisions."
HB217,395430,"Mississippi High School Dropout Prevention Act of 2012; create."
HB218,395459,"Random drug tests; require of all public school students in Grades 6 through 12."
HB219,395486,"Early Commitment to College Program; authorize for underperforming school districts."
HB220,395515,"Nursing education; unspent TANF funds shall be spent to pay expenses of persons enrolled as part of workforce training."
HB221,395544,"Body mass index (BMI); require schools to collect for certain students and provide to parents with an explanation."
HB222,395573,"Socially and economically disadvantaged small business concerns; establish program to encourage participation in state contracts by."
HB223,395600,"Medicaid; require participation in medical home concept and require obese persons to participate in online program on obesity."
HB224,395629,"Mississippi Comprehensive Communities of Color Teen Pregnancy Prevention Act; create."
HB225,395657,"Comprehensive School Health Education Program; include additional components in and require school nurse to teach."
HB226,395686,"Universities; require to place 33% of bowl game revenue in escrow account to distribute to graduating athletes."
HB227,395713,"Health screening; require annually for Medicaid, CHIP and State Health Plan recipients and participants."
HB228,395740,"TANF and Medicaid; require teenage recipients of to participate in programs about birth control, abstinence and parenting."
HB229,395766,"Public assistance; require fathers of children receiving to participate in DHS Responsible Fatherhood Initiative program."
HB230,395791,"Mathematics and science instruction; enhance through new programs in middle schools."
HB231,396327,"Hope Program; establish and develop system to re-enroll high school dropouts in programs leading to a high school diploma."
HB232,396326,"School nutrition; require school districts to serve low-fat meals and snacks to students diagnosed as overweight."
HB233,396324,"Vision 2020: An Education Blueprint for Two Thousand Twenty; create."
HB234,396322,"Medicaid; children under age 18 in foster care are eligible for."
HB235,396321,"Elementary school counselors; allocate funds under the Mississippi Adequate Education Program for."
HB236,396319,"Appropriation; Mississippi Development Authority to fund minority disparity study."
HB237,396317,"School districts; require policies if accredited at the three lowest levels and alternate curriculum."
HB238,396316,"Earned time allowances; prohibit certain inmates from obtaining."
HB239,396313,"Sales tax and use tax; exempt finance charges from."
HB240,396311,"Sales tax, prepayment; credit sales shall not be included in estimated June liability if payment not received before June 20."
HB241,396310,"Income tax; authorize an adjustment to gross income for portion of self-employment taxes paid by self-employed individuals."
HB242,396308,"Sales tax, liability; limit liability if previous Department of Revenue audits determined taxpayer to be in compliance with law."
HB243,396306,"Home schooled students; authorize participation in public school extracurricular activities."
HB244,396304,"Adequate Education Program funds; withhold from districts failing to properly display flags or recite pledge of allegiance."
HB245,396303,"General election; change day to Saturday for state, county, municipal and certain school board officers."
HB246,396301,"Wildlife management areas; authorize use of golf carts or club cars on to access hunting areas."
HB247,396298,"Deer; extend season for hunting with guns and without dogs until February 15."
HB248,396296,"Real estate records; social security number not required."
HB249,396294,"Open Meetings Law; create civil penalty for disclosing information from executive session of public body."
HB250,396292,"College and Career Readiness Planning Program; create."
HB251,396291,"Task force to address the disparity of African-American males in the judicial system; create."
HB252,396289,"Health insurance; require providers to allow children under 30 who are veterans to be covered under parent's policy."
HB253,396287,"Nursing schools and programs; make eligible for funding to increase faculty if increase enrollment proportionately."
HB254,396284,"Nursing education; require community colleges to offer online program for LPNs to obtain associate degree in."
HB255,396283,"Crimes; revise expunction of certain convictions."
HB256,396281,"Health and human services agencies; require to prepare videos with certain information for benefit recipients and others."
HB257,396279,"Panola County; extend repeal date on authority to contribute funds to local Boys and Girls Club."
HB258,396277,"Institutions for aged or infirm; increase penalties for establishing or operating without a license."
HB259,396275,"Life jackets; increase minimum age of person required to wear on certain vessels."
HB260,396273,"Gaming; courses related to service industry may be taught at certain state universities and colleges."
HB261,396272,"Bonds; authorize issuance to provide funds for public school capital improvements."
HB262,396269,"State Parks; Dept. of Wildlife, Fisheries &amp; Parks may lease land in, and contract for services to operate Holmes County State Park."
HB263,396267,"Master planned community; revise definition of."
HB264,396265,"Mississippi Veterans Memorial Cemetery; authorize additional cemeteries."
HB265,396263,"Motorcycles; create safety and operator training program."
HB266,396261,"Motor vehicle liability insurance; require insurers to notify Department of Public Safety in event of lapse."
HB267,396259,"Liability insurance for certain vessels; require and provide for uninsured vessel coverage."
HB268,396257,"Purchasing; UMMC must follow DFA's bid guidelines for construction projects funded by private or self-generated funds."
HB269,396255,"New Capitol; Archives and History employ a Curator of the Capitol to oversee, approve and monitor care of."
HB270,396252,"Professional development; eliminate during the first week of the school year."
HB271,396251,"Unemployment benefits; remove one-week waiting period."
HB272,396249,"Mortgages; establish foreclosure procedures giving borrowers a chance to modify their loans first."
HB273,396247,"Crime Victims' Compensation Act; technical revisions."
HB274,396246,"Mineral rights; revert to surface owner after certain period of time."
HB275,396244,"Public Service Commission; repeal authority to use alternate method of cost recovery on certain power generation."
HB276,396242,"Mississippi Code; provide set to each public defender."
HB277,396239,"Liability; create duty of train crew to look out for persons and property on railroad tracks."
HB278,396238,"State advertising; prohibit elected and appointed officers from publicly participating in."
HB279,396236,"Insurance companies; require to offer property and casualty insurance if offered in another state."
HB280,396234,"Beer; authorize manufacture of beer of more than 5% by weight for sale in another state."
HB281,396233,"Sunflower County; authorize contributions to cities of Drew and Ruleville for expansion of water systems into unincorporated areas."
HB282,396230,"City of Indianola; authorize to fix and collect fees to provide mosquito and pest control services."
HB283,396228,"HIV/AIDS testing; require for offenders in state custody upon release."
HB284,396227,"Cell phone; prohibit search of without a search warrant."
HB285,396223,"Grand jury indictment; defendant entitled to hearing before upon request."
HB286,396221,"House arrest; authorize use as a condition for nonadjudicated sentences."
HB287,396219,"Budget; State Fiscal Officer shall not reduce funds of Department of Education when state revenues fall below estimate."
HB288,396218,"Mississippi Minimum Wage Law; enact."
HB289,396216,"Fair Pay Act of 2012; create to require equivalent pay for equivalent jobs."
HB290,396214,"Employment-at-will doctrine; abolish and create ""Good Faith in Employment Act""."
HB291,396213,"Controlled Substances Law; revise forfeiture proceedings."
HB292,396211,"Candy; prohibit sale of that mimics tobacco."
HB293,396208,"Jurors; revise competency requirements."
HB294,396207,"DUI; repeal provision that refusal to take breath test is evidence of."
HB295,396205,"Implied consent; refusal appeal to toll suspension for reasonable time to contest."
HB296,396203,"Caylee's Law; create."
HB297,396201,"""Mississippi Postsecondary Textbook Pricing and Access Act of 2012""; create."
HB298,396200,"Graduate degree teacher incentive loans; establish for teachers agreeing to teach in public schools or IHLs."
HB299,396197,"DNA testing; prohibit use of test results for discriminatory purpose."
HB300,396194,"Irreconcilable differences; additional ground for divorce."
HB301,396193,"Nursing homes; require to purchase and maintain a minimum amount of liability insurance."
HB302,396191,"Children's products; ban phthalates and other ingredients from."
HB303,396189,"Execution or attachment; revise property exempt from seizure under."
HB304,396188,"Child support guidelines; presumption of reasonableness for adjusted gross income over $50,000."
HB305,396185,"DUI; revise license suspension for test refusal if licensee pleads guilty."
HB306,396183,"Alcohol; increase excise tax and markup on alcoholic beverages, increase excise tax on light wine and beer."
HB307,396182,"Cigarettes; increase excise tax on."
HB308,396179,"Tobacco; increase excise tax on all products except cigarettes."
HB309,396177,"Pawnbrokers, title pledge lenders and check cashers; reduce maximum rate of interest that they may charge for their services."
HB310,396175,"Wireless interactive communication; prohibit use of by a person operating a motor vehicle."
HB311,396173,"Discovery; defendant entitled to in criminal cases in all courts."
HB312,396171,"Law enforcement officers, fire fighters and conservation officers; legal to videotape while on duty."
HB313,396169,"Grandparents' visitation rights; expand availability of."
HB314,396168,"""Made in Mississippi Act""; create."
HB315,396166,"Duty to report missing child; create criminal offense for failure."
HB316,396162,"Children's Health Insurance Program; transfer administration of to Division of Medicaid."
HB317,396161,"Office of Mississippi Physician Workforce; establish within UMMC."
HB318,396159,"Sales tax; exempt sales of firearms, ammunition and hunting supplies during Mississippi Second Amendment Weekend holiday."
HB319,396157,"Real property; clarify liability of landowner for injuries to 3rd parties."
HB320,396155,"Real estate; allow covenants to prohibit sale or lease of property to registered sex offenders."
HB321,396154,"Civil liability; provide immunity for purchasers of property at tax sales."
HB322,396152,"Justice court judge; include in ""Non-partisan Judicial Election Act."""
HB323,396149,"Midwives; provide for licensure of practice of midwifery."
HB324,396148,"Distinctive license tag; authorize issuance to supporters of the Southern Pines Animal Shelter."
HB325,396146,"Retirement; prohibit PERS and other agencies from holding equity investments in companies with business ties in certain countries."
HB326,396144,"S.A.F.E. Mortgage Act; exempt persons who owner finance no more than 5 residential mortgage loans per year."
HB327,396143,"Charter schools; authorize all public schools to seek to convert to charter status."
HB328,396141,"Suffrage; restore upon completion of sentence."
HB329,396139,"Comprehensive Election Reform Act; create."
HB330,396137,"Sales tax; exempt all interior design services provided by Mississippi certified interior designers."
HB331,396136,"Workplace violence protection; provide."
HB332,396132,"Minority set-aside; revise qualifications of eligibility for obtaining purchasing contracts under."
HB333,396130,"Surveillance cameras; authorize in classrooms and other areas of alternative schools."
HB334,396129,"School holidays; require all public schools to close in observance of state and federal legal holidays."
HB335,396127,"Parent School Review Board; create to review school procedures on placement of students in alternative schools."
HB336,396125,"Substitute teachers; establish minimum qualifications for employment and establish pay scale."
HB337,396123,"End-of-course subject area tests; prohibit mandatory passing scores as requirement for graduation."
HB338,396121,"Universities; require to admit students graduating in top ten percent of graduating high school class in Mississippi."
HB339,396118,"School district employees; prohibit school districts from using staffing companies for hiring district employees."
HB340,396116,"School districts; require audit of all local, state and federal funds expended by."
HB341,396115,"Assistant teachers; establish pay scale based on educational attainment and increase salaries."
HB342,396112,"Pledge of Allegiance; require to be recited daily in public schools."
HB343,396110,"Prayer in schools; authorize teachers or school administrators to open day with or observe moment of silence."
HB344,396109,"Specialized charter school; establish for exceptional children in each school district."
HB345,396107,"Public schools; require student wellness be included as an individual educational component in public school curriculum."
HB346,396105,"No Child Left Behind; require the State Dept. of Ed. to submit request for waiving specific requirements of."
HB347,396103,"DHS; prohibit removal of students from school without first giving notice of removal to parents."
HB348,396101,"Christian perspective; include as an elective educational component in public school curriculum."
HB349,396098,"Dept. of Education; require to conduct annual legislative and board update information sessions in each school district."
HB350,396097,"School buses; require school districts to equip with seat belts and purchase those with seatbelts after July 1, 2012."
HB351,396095,"Gaming; create state lottery to fund higher education after statewide election on issue."
HB352,396093,"Public schools; reorganize and separate students by appropriate age and grade classifications."
HB353,396091,"Crimes; create felony offense of knowingly deceiving a firearms dealer regarding firearm purchases."
HB354,396090,"Sex offenders; prohibit residing near victim and require notice to persons residing near offender."
HB355,396087,"Bonds; authorize issuance to provide funds to assist Hinds County in construction of the Byram-Clinton Parkway Project."
HB356,397104,"Counties; authorize to donate to court collaborative."
HB357,397103,"Public dress code; create offense regarding clothing that exposes underwear or body parts."
HB358,397102,"Crimes; revise seizure provision regarding animal cruelty offenses."
HB359,397101,"Public drunkenness; revise."
HB360,397099,"Circuit clerks; increase fee charged for each complaint, petition and indictment."
HB361,397098,"Circuit clerks; require to charge a fee for the docketing and filing of a notice of renewal of judgment."
HB362,397097,"Circuit clerk; increase fee for taking and recording applications for marriage license."
HB363,397096,"Income tax, jobs credit; aggregate jobs created by qualifying businesses in entertainment district for eligibility purposes."
HB364,397093,"Acupuncture Practice Act; revise definition of acupuncture and delete physician referral requirement."
HB365,397089,"DEQ; authorize to charge fees for expedited permitting process for certain environmental programs."
HB366,397088,"Highway Patrol officers; allow to be employed after retirement under certain circumstances."
HB367,397087,"Commission on Marine Resources; revise authority to mark areas designated as tonging reefs."
HB368,397084,"Oysters; revise restrictions for commercial harvesting of."
HB369,397083,"Corrections; reenact and remove repealer on general inmate authority of the Department of Corrections."
HB370,397081,"Intensive supervision program; extend repealer and allow any time served by offender on intensive supervision probation to be credited toward sentence."
HB371,397079,"Revocation of offender's earned-release supervision; allow time spent on supervision before revocation be applied to sentence."
HB372,397077,"Parole; time served on a parole before revocation to be credited toward offender's original sentence."
HB373,397075,"Bedridden nonviolent state offenders; authorize Commissioner of Corrections to place on conditional medical release."
HB374,397073,"Any time spent by offenders under field supervision of Community Services Division of DOC; require credit toward sentences of offenders."
HB375,397068,"Commissioner and medical director of Department of Corrections; authorize to make end-of-life decisions for certain inmates."
HB376,397067,"Autopsy; allow State Fire Marshal to petition for after fire related deaths."
HB377,397066,"Homestead exemption; increase."
HB378,397062,"Municipal annexation; require election on question of."
HB379,397060,"Bonds; mandate election on issuing county or municipal bonds."
