bill_number,bill_id,title
HB1308,659338,"Wire, electronic, or oral communications; civil action for unlawful interception, disclosure, etc."
HB1309,659916,"Local school boards; arming of school security officers."
HB1310,659966,"Taxes on electronic cigarettes and other vapor products."
HB1311,659993,"Civil contempt; limits on imprisonment."
HB1312,660007,"Vote centers; pilot program."
HB1313,660050,"School Performance Report Card; rankings."
HB1314,660025,"Student eligibility for in-state tuition at public institutions of higher education; state subsidy."
HB1315,660310,"Jury commissioners; retention of information obtained from those not qualified to serve."
HB1316,660359,"Virginia Retirement System; average final compensation."
HB1317,660382,"Speeding; reckless driving."
HB1318,660370,"Absentee ballots; photo identification required for submission of application."
HB1319,660394,"Special license plates; CURE CHILDHOOD CANCER."
HB1320,660414,"Teacher licensure renewal; college credit."
HB1321,660501,"Public institutions of higher education; student right to representation at proceedings."
HB1322,660442,"Public institutions of higher education; officially recognized student organizations."
HB1323,660471,"Higher educational institutions; officially recognized student organizations, policy violations."
HB1324,660587,"Boating safety; exemption from education requirement."
HB1325,660581,"Visually impaired students; instruction in Braille, etc."
HB1326,660594,"Income tax credit; donations to nonprofits preserving historical battlefields."
HB1327,660688,"Elections; assistance for certain voters."
HB1328,660725,"Public schools; impact of student aliens not lawfully present in the United States, report."
HB1329,660727,"Out-of-state concealed handgun permits; photo identification."
HB1330,660740,"Campaign finance; fundraising during legislative sessions."
HB1331,660746,"Sheriff&apos;s office; clarifies motor vehicle markings."
HB1332,660753,"House of Delegates districts; technical adjustment."
HB1333,660735,"Polling places; designation of authorized representatives of political parties."
HB1334,660802,"Students&apos; personally identifiable information; (DOE) to develop certain policies."
HB1335,660804,"Education; agency coordination."
HB1336,660811,"SCHEV; policy on course credit at higher educational institutions."
HB1337,660798,"Recordation tax; exemption for bail bondsmen."
HB1338,660851,"Electronic textbooks; hardware."
HB1339,660876,"Health benefit exchange; information on health benefit plans."
HB1340,660882,"Tangible personal property tax relief; autocycles."
HB1341,660878,"Autocycles; exempted from motor vehicle emissions inspection program."
HB1342,660872,"Driver of motor vehicle following too closely; includes non-motor vehicles."
HB1343,660880,"Campus police departments; sexual assault reporting."
HB1344,660938,"Flashing lights on motor vehicles; ""move over"" law."
HB1345,660930,"Retail Sales and Use Tax; exemption for certain light bulbs."
HB1346,660921,"Income tax, state; payment of refunds."
HB1347,660925,"Habitual offenders; intervention interview."
HB1348,660934,"Telecommunication records; warrant requirement, prohibition on collection by law enforcement."
HB1349,660916,"Search of electronic device without warrant prohibited."
HB1350,661332,"Personal injury or wrongful death; appointment of an administrator for prosecution of action."
HB1351,661304,"Diploma seals; biliteracy."
HB1352,661334,"BPOL tax; deduction for amounts paid under subcontracts."
HB1353,661309,"Sex Offender and Crimes Against Minors Registry; Supplement to Registry."
HB1354,661316,"Animal Cruelty Conviction List; established."
HB1355,661324,"Photo monitoring; use of systems to enforce traffic light signals, appeals."
HB1356,661333,"Tuition, in-state; students granted Temporary Protected Status, etc."
HB1357,661323,"Automobile and homeowners insurance policies; notices."
HB1358,661318,"Virginia Retirement System; creditable service for members of General Assembly."
HB1359,661329,"Concealed handgun permits; lifetime permits."
HB1360,661384,"Securities Act; crowdfunding exemption."
HB1361,661625,"Virginia Virtual School, Board of; established, report."
HB1362,661644,"Elections; run-off elections."
HB1363,661692,"Industrial waste; land application unlawful in certain counties."
HB1364,661713,"Solid and semisolid industrial wastes; fees for testing and monitoring of land application."
HB1365,661733,"Discharge from state hospitals or training centers; local departments of social services."
HB1366,661671,"Sex offenders; prohibiting entry onto school or other property, hearing."
HB1367,661740,"Temporary injunction; affidavit or verified pleading."
HB1368,661836,"A-F school grading system; repeals system created in 2013 and 2014."
HB1369,661901,"Grand larceny; increases threshold."
HB1370,661895,"Improper driving; jury hearing case."
HB1371,661923,"Rural Rustic Roads; designating certain streets discontinued for maintenance prior to July 1,1992."
HB1372,661920,"Motor vehicle accidents; not-at-fault accidents."
HB1373,661917,"License plates, special; issuance for members and supporters of Arc of North Central Virginia."
HB1374,661914,"License plates, special; issuance for veterans who have a service-connected disability."
HB1375,661970,"Voter identification; expiration date not considered."
HB1376,661965,"Arrest and summons quotas; prohibition."
HB1377,661953,"Health insurance; credits for retired school division employees."
HB1378,661942,"Real property tax; notice of assessments."
HB1379,661975,"Stationary mail vehicles; related to passing."
HB1380,661977,"Higher educational institutions, four-year public; dual enrollment programs."
HB1381,662062,"Industrial wastes; fees for testing and monitoring of land application."
HB1382,662477,"Unemployment compensation benefits; liability for benefit charges."
HB1383,662807,"Local government appointees, certain; serve at the pleasure of local governing body."
HB1384,662813,"Securities Act; exemption for crowdfunding."
HB1385,663498,"Sexual orientation change efforts; prohibited."
HB1386,663468,"Disaster relief; assistance by out-of-state businesses and employees."
HB1387,663674,"Health insurance; coverage for renewals of Schedule IV prescription eyedrops."
HB1388,663437,"Courthouse and courtroom security; increase of certain fee."
HB1389,663363,"Higher educational institutions; prohibition on regulating concealed handguns."
HB1390,663651,"State agencies or other entities; regulation of firearms prohibited."
HB1391,663527,"Interstate Health Care Compact; established."
HB1392,663414,"Emergency contact program; DMV may establish."
HB1393,663599,"License plates, special; issuance for STEM teachers and students."
HB1394,663509,"Elections; absentee voting; no-excuse, in-person."
HB1395,663488,"Nursing, Board of; licensure of applicant with previous conviction."
HB1396,663607,"Nursing homes and assisted living facilities; staffing standards."
HB1397,663561,"Divorce; evidence by affidavit."
HB1398,663552,"Highways, bridges, and ferries; clarification of certain revisions to Title 33."
HB1399,663718,"Flood insurance; escrow accounts."
HB1400,663518,"Budget Bill."
HB1401,663457,"Designating the Trooper Jacqueline Vernon Memorial Bridge."
HB1402,663682,"Highway maintenance; payments to City of Richmond for moving-lanes converted to bicycle lanes."
HB1403,663765,"Prisons; telephone systems within correctional facilities."
HB1404,664173,"Business permit, license, etc.; timely response by localities."
HB1405,664296,"Legal notices; advertisement by locality."
HB1406,664338,"Driving on a suspended or revoked license; causing death of another person, penalty."
HB1407,664383,"State secondary highways; allocation of 10 per cent of funds."
HB1408,664411,"Telecommunication records; warrant requirement, prohibition on collection by law enforcement."
HB1409,664396,"Public contracts; nondiscrimination, required provisions."
HB1410,664612,"Motor fuels; reduces tax rate on gasoline and gasohol."
HB1411,664613,"Concealed handguns; possession by faculty members at higher educational institutions."
HB1412,664615,"Vehicles owned by a locality; weighing exemptions."
HB1413,664671,"Hospital discharge procedures; designation of individual to receive information and instructions."
HB1414,664778,"Government-issued licenses, etc.; obtaining or renewing, conscience clause."
HB1415,664972,"Public schools; organizations governing interscholastic programs."
HB1416,664922,"Real property tax assessment; appeal to circuit court."
HB1417,664947,"House of Delegates districts; technical adjustments."
HB1418,664996,"Criminal injuries compensation; confidentiality."
HB1419,665094,"Standards of Learning; changes."
HB1420,665203,"Newborn screening; Krabbe disease and other lysosomal storage disorders shall be included in test."
HB1421,665238,"Workforce development; duties of the Chief Workforce Development Advisor."
HB1422,665293,"Illegal consumption of alcohol; use of premises, civil penalty."
HB1423,665336,"Advanced Learning and Research, Institute for; board membership."
HB1424,665282,"Virginia Water and Waste Authorities Act; delinquent payment."
HB1425,665304,"Elections; run-off elections."
HB1426,665315,"Explosive materials; use near dwelling house prohibited, penalty."
HB1427,665341,"Felony homicide; felony drug offenses, penalty."
HB1428,665359,"Senate districts; adjustments."
HB1429,665377,"Voter identification; accepted forms of identification."
HB1430,665395,"Unemployment compensation; benefit charges."
HB1431,665486,"Truck weight limits; overweight permits."
HB1432,665441,"Health care providers; regulation, prohibited acts, Class 1 misdemeanor."
HB1433,665443,"General registrars; reassigning duties of the electoral board."
HB1434,665572,"Competency and sanity evaluations; audiovisual recording."
HB1435,665573,"Physician assistants and nurse practitioners; appointment as medical examiners."
HB1436,665575,"Dispensing of interchangeable biosimilars; sunset provision."
HB1437,665577,"Prayer at public events; authority to adopt an ordinance to allow."
HB1438,665576,"Local government; publication of notices for charter changes, referenda, and public hearings, etc."
HB1439,665582,"Alcoholic beverage control; regulations."
HB1440,665583,"Alcoholic beverage control; ABC Board markups."
HB1441,665585,"Child abuse or neglect, suspected; person required to report, training program required."
HB1442,665584,"Police and court records; fees for expungement from record."
HB1443,665716,"Public schools; Board of Education regulations on use of seclusion and restraint."
HB1444,665686,"Vision care plans; reimbursement for services."
HB1445,665762,"Cannabidiol oil and THC-A oil; possession of marijuana."
HB1446,665879,"Clean energy; financing programs, development of underwriting guidelines."
HB1447,665805,"Foreclosure procedures; assignment of deed of trust, penalty."
HB1448,665945,"Virginia Public School Improvement Program; established, report."
HB1449,665839,"Virginia Human Rights Act; childbirth or related medical conditions, cause of action."
HB1450,665896,"Virginia Residential Property Disclosure Act; representations related to special flood hazard area."
HB1451,665938,"Landlord and tenant laws; notice to terminate tenancy."
HB1452,665846,"Landlord and tenant law; who may recover rent or possession."
HB1453,665872,"Stalking; penalty."
HB1454,665854,"Fair Housing Law; unlawful discrimination, sexual orientation or gender identity."
HB1455,665977,"DPOR; promoters of boxing, martial arts, and wrestling events."
HB1456,665970,"Reports of substance abuse by a pregnant woman; child-protective services."
HB1457,665963,"Direct access to physical therapy."
HB1458,665798,"Naloxone or other opioid antagonist; pharmacist may dispense in cases of opiate overdose."
HB1459,665812,"Neighborhood assistance tax credits; eligibility of physician and health care specialists."
HB1460,665955,"Campaign finance reports; changes pre-election reporting period for certain reports."
HB1461,665921,"Milk production; exemptions from certain requirements."
HB1462,665889,"Campground; definition."
HB1463,665903,"Elections; changes definition of ""party"" or ""political party."""
HB1464,665929,"Equines; report on animal cruelty."
HB1465,665984,"Redistricting; certain population data to be used."
HB1466,666016,"Capitol Police; security for Governor-elect, Lieutenant Governor-elect, Attorney General-elect, etc."
HB1467,666126,"Concealed handguns; authorization and training for persons designated to carry on school property."
HB1468,666109,"Asset forfeiture; civil action."
HB1469,666071,"Marriage certificates; parties able to designate themselves as spouse, bride, etc., on application."
HB1470,666168,"Northern Virginia Transportation Authority; use of revenues, effective date."
HB1471,666188,"Affordable housing; City of Fairfax added to list of localities with authority to provide."
HB1472,666149,"""Our Great Virginia""; designating as the official state song."
HB1473,666210,"General registrars; appointment from adjoining locality."
HB1474,666579,"Detention of delinquent juveniles; offenses causing death."
HB1475,666515,"Natural gas utilities; recovery and deferral of system expansion infrastructure costs."
HB1476,666568,"Nurse practitioners; expert witness testimony, added to definition of health care provider."
HB1477,666595,"Uniform Fiduciary Access to Digital Assets Act; created, codifies Act."
HB1478,666527,"Tuition, in-state; students granted Deferred Action for Childhood Arrivals."
HB1479,666533,"General Assembly Conflicts of Interests Act; prohibited conduct, employment and appointments."
HB1480,666575,"Virginia Retirement System; creditable service for General Assembly members."
HB1481,666517,"ABC; farm wine produced by educational institutions exclusively for research, etc."
HB1482,666597,"Alcoholic beverage control; creates an art instruction studio license."
HB1483,666566,"Real property assessment; valuation for land preservation."
HB1484,666521,"Schools; approval of annual budgets."
HB1485,666558,"Congressional and state legislative districts; standards and criteria."
HB1486,666548,"Workers' compensation; exclusivity of remedy."
HB1487,666525,"Depository institutions; authority to sponsor savings promotions."
HB1488,666546,"Conservation easements; tax benefits, disputes over easement terms."
HB1489,666585,"Local taxes; payment by a third party."
HB1490,666591,"Standards of Learning; eligibility for retake of test, exception."
HB1491,666544,"Graduation; verified units of credit, locally developed alternative assessments."
HB1492,666599,"Recordation tax; exemption of certain deeds."
HB1493,666556,"Enticing another into a dwelling house; person who commits certain violations, Class 6 felony."
HB1494,666684,"State Police; reporting hate crimes."
HB1495,666611,"Voter identification; accepted forms of identification."
HB1496,666673,"Voter registration lists; interstate cross-checking programs."
HB1497,666722,"Absentee voting; registered voter using absentee ballot."
HB1498,666619,"Virginia Human Rights Act; prohibits discrimination in public employment."
HB1499,666689,"Breastfeeding in public places; mother&apos;s right."
HB1500,666658,"Overdoses; definition."
HB1501,666638,"Highway maintenance; bases payments to cities and towns on lane-miles of highways."
HB1502,666630,"Highway maintenance; payments to certain cities."
HB1503,666706,"Driving after forfeiture of license; blood alcohol content."
HB1504,666714,"Justice for Victims of Sterilization Act; established, sunset provision."
HB1505,666696,"Sexual offenses; prohibiting proximity to victims of the offense, penalty."
HB1506,666667,"Deferred and installment payments; condition of all agreements for fines, costs, etc., posting."
HB1507,666724,"Dan River; designating certain segment as State Scenic River."
HB1508,666741,"Higher educational institutions; memorandum of understanding and policies."
HB1509,666848,"Hospitals; required notice to patients."
HB1510,666745,"Hampton Roads Transportation Accountability Commission; population estimates."
HB1511,666854,"Industrial waste and sewage sludge; disclosure of land."
HB1512,666789,"Minimum wage; increases to $15.15 per hour."
HB1513,666936,"Jail authorities; sovereign immunity."
HB1514,666957,"Composite index of local ability-to-pay; use value of real estate in certain localities."
HB1515,666979,"Maternity patients; information about safe sleep environments for infants."
HB1516,667046,"Wildlife traps; use of remote trap-checking technology."
HB1517,667069,"Child day programs; exemptions from licensure."
HB1518,667000,"Primary elections; voter registration by political party."
HB1519,667520,"Virginia Biased-Based Profiling Statistics Reporting Act; established."
HB1520,667417,"Sheriffs, local police, and State Police; transportation & security of officials, dignitaries, etc."
HB1521,667166,"Body-worn camera system; use by law enforcement."
HB1522,667193,"Motor fuels; hauling during times of necessitous circumstances."
HB1523,667461,"Workforce Development, Virginia Board of; qualification for services related to WIA."
HB1524,667247,"Ultrasound prior to abortion."
HB1525,667305,"NVTA; Department of Taxation&apos;s costs in administering certain taxes."
HB1526,667489,"Children; use of communications systems to facilitate certain offenses, penalty."
HB1527,667125,"Child abuse or neglect; mandatory reports involving sexual offenses."
HB1528,667291,"Government Data Collection and Dissemination Practices Act; limitation on collection."
HB1529,667477,"General appropriation act; expiration date of second enactment Chapter 2, 2014 Sp. I Acts."
HB1530,667208,"Federal health benefit exchange; plan management function."
HB1531,667547,"Speed limits in school crossing zones; counties allowed to increase or decrease."
HB1532,667319,"Roanoke, City of; amending charter, appointment of director of finance, term of office."
HB1533,667435,"Obscene sexual display in a public place; third offense, penalty."
HB1534,667450,"Body-worn camera system; use by the Department of State Police."
HB1535,667561,"Tributary strategies; removes requirement for Secretary of Natural Resources to provide a report."
HB1536,667573,"Water Quality Improvement Act; references to obsolete tributary strategy plans."
HB1537,667640,"Student conduct; parental responsibility to prevent bullying."
HB1538,667617,"Voter identification; reasonable match of identification and pollbook name."
HB1539,668025,"Virginia Translational Medicine Investment Fund; established."
HB1540,668329,"Virginia Public Procurement Act; job order contracting and cooperative procurement."
HB1541,668134,"Birth control; definition."
HB1542,668354,"State Trails Advisory Committee; established, report, sunset provision."
HB1543,668191,"Tobacco Funds Expenditure Review Commission; created, report."
HB1544,668053,"Emergency vehicles; vehicle illuminated identification systems."
HB1545,668220,"United States Postal Service; inspectors."
HB1546,668164,"Virginia Law Officers&apos; Retirement System; sworn members of enforcement division of DMV added."
HB1547,668302,"Harassment; impersonating another by use of a computer, penalty."
HB1548,668081,"Concealed handgun permit; revocation of permit if delinquent in child support payments."
HB1549,668273,"Motor vehicle dealers; prohibits franchisors from coercing dealers to provide access to data."
HB1550,668109,"School calendar; local school boards responsible for setting."
HB1551,668782,"Antique motor vehicles; exhaust systems."
HB1552,668631,"Child welfare agencies; regulation, national criminal history record check requirement."
HB1553,668745,"Local notifications; locality may by ordinance establish system to deliver to residents by email."
HB1554,668671,"Recyclable materials; changes tax credit by extending expiration date to January 1, 2020."
HB1555,668369,"Medicaid; tax credit for providers of waiver services."
HB1556,668517,"Economic development, local; revenues from certain taxes for qualified locality."
HB1557,668592,"Non-accredited schools, persistently; Board of Education guidance."
HB1558,669070,"Adult fatality review teams, local and regional; established, penalty."
HB1559,669100,"Incapacitated adults; abuse or neglect, penalty."
HB1560,669085,"Electronic summons systems; towns may assess an additional sum."
HB1561,668957,"Hospitals; required notice to patients."
HB1562,668883,"Electronic identity management; standards, liability."
HB1563,669092,"Business entities; reserved names."
HB1564,669076,"Schedule I drugs; adding several substances to list."
HB1565,669049,"Companion animals; authority of animal control officers."
HB1566,668898,"Individual school performance; star number scale."
HB1567,668848,"Tax-delinquent property; multijurisdictional sale."
HB1568,668924,"Emergency vehicles; bridge weight limits."
HB1569,669003,"TANF; eligibility, drug-related felonies."
HB1570,668830,"Child day centers and family day homes; regulations, national background check required, report."
HB1571,669027,"Electronic summons system; additional assessment for costs and fees."
HB1572,668867,"Open-space land; acquisition."
HB1573,668896,"Attorney General or his designee; duty to represent the interests of the Commonwealth."
HB1574,668904,"Voter registration; proof of citizenship."
HB1575,668860,"Concealed handgun permit; disqualification from obtaining when convicted of drunk boating."
HB1576,669021,"Real property tax assessments; arbitration."
HB1577,669807,"Veteran Employment Grant Fund and Program; created."
HB1578,669910,"DNA data bank; State Police to verify receipt of samples from persons on the Sex Offender Registry."
HB1579,669847,"Vehicle registrations; expiration and renewal on or after July 1, 2015."
HB1580,670164,"Bar exam; preservation of examination papers, copies available to applicant."
HB1581,669723,"Family life education; advance directives related to mental health."
HB1582,669870,"Adult abuse, neglect, or exploitation, suspected; mandated reporters."
HB1583,670057,"Certified nurse aides; education programs."
HB1584,670183,"Fire services and emergency medical services; revises certain terminology."
HB1585,670142,"Schools failing to achieve full accreditation; scheduling flexibility."
HB1586,670013,"Community cat programs."
HB1587,669973,"Deemed consent for blood testing; minors."
HB1588,669992,"Economic development policy; Secretary of Agriculture and Forestry added to certain committee."
HB1589,670036,"Personal property; tax relief on certain motor vehicles leased by members of the military."
HB1590,669890,"Cigarettes and other tobacco products; increases state tax rate."
HB1591,669744,"Genetically engineered foods; definition, labeling of food, penalty."
HB1592,670100,"High school graduation requirements; verified units of credit, alternative assessments."
HB1593,669952,"Parking in residential areas; localities may by ordinance permit in a public right-of-way."
HB1594,670121,"Outdoor advertising; regulation by county governing bodies."
