bill_number,bill_id,title
HB121,839183,"Early voting; authorize."
HB122,839105,"Municipal Water, Sewer and Waste Water Systems Repair and Replacement Grant Program; create."
HB123,839104,"Motorcycles; authorize certain persons to ride without wearing a helmet."
HB124,839242,"Independent candidates; require to pay certain qualifying fees."
HB125,839210,"Funeral directing; issue license for to persons who meet certain criteria and apply within 30 days."
HB126,839116,"Breast cancer patients; require physicians to provide certain information to."
HB127,839247,"Hospital records; delete provision requiring notice before retiring X-ray film or graphic data."
HB128,838982,"Mammogram; require provider of to give certain information to patients when it shows dense breast tissue."
HB129,839059,"Counselors; direct licensing board to establish procedure for issuance of licenses by reciprocity to out-of-state licensees."
HB130,839009,"Municipal clerks in code charter municipalities; require to be appointed instead of elected."
HB131,838995,"Municipalities; authorize adoption of ordinance for system to issue citations and summons to violators of certain ordinances."
HB132,839101,"Counties; authorize to expend funds to match funds for social and community service programs."
HB133,838946,"State of Mississippi Congressional and Legislative Redistricting Act; create."
HB134,839227,"Handicapped parking; delete requirement for physician's certification annually upon renewing special tag."
HB135,839154,"Sales tax; exempt gifts and sales of tangible personal property and services to certain cultural and educational centers."
HB136,839187,"Bonds; authorize issuance to provide funds for public school capital improvements."
HB137,839248,"Municipal election mangers; revise discretionary salary and compensation for attending training sessions."
HB138,838983,"""Distributed Energy Resource Program"" and ""Net Energy Metering Program""; create."
HB139,839214,"State Parole Board; authorize to place certain offenders on medical parole."
HB140,839131,"Department of Human Services; clarify amount paid to child support unit attorneys."
HB141,839171,"Retail businesses; those that accept credit cards for payment shall have cameras to record persons using the cards."
HB142,838984,"Burn ban; revise penalties for violation of."
HB143,839189,"Insurance agents; exempt age 70 and older continuing education requirements."
HB144,838998,"Mississippi Telephone Solicitation Act; provide that online pharmacies are not exempt from."
HB145,839111,"Public accountants; require to have certain amount of errors and omissions coverage."
HB146,839091,"Health insurance; revise assignment of benefits provisions regarding."
HB147,839021,"Uninsured motorist coverage; revise number of vehicles necessary to purchase nonstacking coverage."
HB148,839047,"Teachers; revise duties and responsibilities relating to student assessment and achievement before promotion."
HB149,838974,"Local and private bill; if proposing to extend local tax for third time; require direct referendum."
HB150,838997,"Squirrel Season; extend through the first week of March."
HB151,839212,"Smoke-free Air Act of 2016; create."
HB152,839241,"Health insurance policies; require coverage for certain obesity treatments."
HB153,839118,"Disbursement of restitution center earnings from offenders; provide certain order to."
HB154,839030,"Dog training; regulate training of support animals and require training to register with the Secretary of State."
HB155,839082,"Daylight Saving time; exempt Mississippi from."
HB156,838993,"Daylight savings time; provide that Mississippi shall observe year-round."
HB157,839018,"Right to farm; preserve right of farmers to use various techniques and methods without limitation."
HB158,839026,"Medicaid; provide reimbursement to hospitals for long acting reversible contraceptives outside of APR-DRG."
HB159,839191,"State-owned buildings; require DFA to compile an inventory of to clarify location for purposes of insuring."
HB160,839209,"Counties; authorize donation to Fannie Lou Hamer Cancer Foundation."
HB161,839056,"Dating violence; require school districts to adopt policy and educate students on."
HB162,839130,"Municipal annexation; require an election be held in the proposed annexed territory."
HB163,839089,"Supervisors and municipal governing authorities; require taking of course related to offices upon being elected."
HB164,839182,"Student residency requirements; require State Board of Education to adopt uniform policy to be implemented by school boards."
HB165,839011,"School curriculum; require comprehensive Mississippi History course for public school students in Grade 9."
HB166,839211,"Tennesse-Tombigbee Waterway; provide weight exemption for transporting commodities from ports on."
HB167,839201,"Sales tax; withhold portion of diversion to municipality that fails to comply with audit requirement."
HB168,838976,"School athletics and extracurricular activities; require SBE to review and recommend revisions for administration of for public schools."
HB169,839076,"MS Tuition Subsidy Forgivable Loan; create."
HB170,839158,"Additional highways; reconstruct a portion of Highway 315."
HB171,839156,"Children's services and programs; require all state agencies to provide information relating to such in a list to the Legislature."
HB172,839122,"Compulsory School Attendance Law; lower mandatory age to 5 years."
HB173,839155,"Scholastic year; increase number of days for schools with an accreditation rating of ""D"" or ""F""."
HB174,839065,"State Dept. of Education; remove from certain State Personnel Board procedures for a total of ten years."
HB175,839239,"Gaming; create state lottery to fund higher education after statewide election approves lottery."
HB176,839125,"School board members; increase annual salary of and remove prohibition on membership in PERS."
HB177,839143,"Nursing education; require community colleges to offer online program for LPNs to obtain associate degree in."
HB178,838943,"Universities; require to place 33% of bowl game revenue in escrow account to distribute to graduating athletes."
HB179,839033,"College and Career Readiness Planning Program; create."
HB180,839112,"Tuition waiver; provide for certain foster and adopted children and wards of the state to attend a state-supported IHL."
HB181,838957,"School social workers and psychologists; authorize districts to employ and receive partial state reimbursement for salaries."
HB182,839083,"National Board Certified Teacher Incentive Pilot Program; create to provide additional salary supplement to those who teach in areas in need."
HB183,839064,"Schools under conservatorship; prohibit mandatory consolidation if progressing toward termination of the conservatorship."
HB184,839194,"School board members; increase annual salary of."
HB185,838952,"Retirement; allow purchase of creditable service in PERS for service as junior/community college trustee."
HB186,839060,"Nursing schools and programs; make eligible for funding to increase faculty if increase enrollment proportionately."
HB187,839134,"Department of Corrections; provide certain educational programs for adult offenders."
HB188,838942,"DMR enforcement officers; increase time to complete required training for employment before salary benefits are terminated."
HB189,839052,"Rural Fire Equipment Acquisition Assistance Program; create."
HB190,839245,"Bail agents; create electronic bondsmen registry, bail bond database and revise qualification bond."
HB191,839048,"Bail agents; establish fee to defray cost of Electronic Bondsman Registry and Bail Bond Database."
HB192,838967,"Historic property income tax credit; increase maximum amount of credits available."
HB193,839084,"State employees; provide for increase in annual compensation for those with annual salary under $50,000.00."
HB194,839133,"Comprehensive eye examinations; require for certain students upon enrollment in school."
HB195,838987,"Common Core State Standards; provide for the repeal of."
HB196,839094,"Licensed school nurses; remove cap on those with National Board Certification eligible for annual salary supplement."
HB197,838980,"Corrections Auditor; revise powers and duties of."
HB198,839124,"State Dept. of Education employees; include in definition of ""non state service"" for purposes of State Personnel Board exemptions."
HB199,839218,"State Dept. of Education; remove from certain State Personnel Board procedures for a total of five years."
HB200,839107,"EEF Procurement Cards; revise definition of ""teachers"" to include those employed at public special purpose schools to receive."
HB201,839023,"Community and junior colleges; to clarify that mid-level funding is in discretion of the Legislature."
HB202,839123,"""The Digital Access Learning and Virtual Instruction Program Act of 2016""; enact."
HB203,839144,"DHS; seek federal waivers to allow use of portion of monthly SNAP benefits to pay residential water bill."
HB204,839164,"Highways; add segments of certain roads within the corporate limits of the City of Jackson to the state highway system."
HB205,839038,"Children's Resource Commission; create to coordinate and streamline the state's efforts to provide services to children."
HB206,838981,"Ad valorem taxes; allow local contribution to follow students who transfer to another school district."
HB207,838959,"National Board Certified Teachers; clarify process for reimbursement."
HB208,839159,"Dyslexia screenings; require school districts to provide additional for students eligible for scholarship assistance."
HB209,839190,"""Mississippi Save Our Children Act""; create."
HB210,839137,"Body mass index (BMI); require schools to collect for certain students and provide to parents with an explanation."
HB211,839178,"Trimester School Year Pilot Program; establish."
HB212,839119,"Student transfers between school districts; require approved transfer to remain in effect unless student's address changes."
HB213,838963,"MS Dyslexia Therapy Scholarship for Students with Dyslexia Program; revise eligibility through Grade 12."
HB214,838996,"Engineering studies scholarship program; establish."
HB215,839150,"Teacher/classroom supply procurement cards; increase allocation percentage for teachers in first three years of educational service."
HB216,839231,"Dyslexia education; require instruction at collegiate level for licensure and prescribe required standards."
HB217,839068,"Adequate education program; require 80% or more to be allocated to direct classroom instruction."
HB218,839232,"School transfer; allow students to attend school in adjacent district under certain circumstances."
HB219,839176,"School employees annual salary supplement; remove caps on nurses and speech pathologists and audiologists who are eligible for."
HB220,839181,"Reading screening assessment; require MS Reading Panel to make one screener available for use in Grades K-3."
HB221,839230,"Professional school counselors; establish pilot program in certain school districts with high incidences of teen pregnancy."
HB222,839129,"Former Hinds AHS; reorganize and re-establish as a special purpose school."
HB223,838948,"School district transfer; reduce distance from 30 to 20 miles to permit enrollment in a closer school in adjacent district."
HB224,839221,"""Pledge of Allegiance""; fine schools that fail to recite daily within the first hour of class."
HB225,838992,"Small School District Equipment, Maintenance and Infrastructure Grant; create to assist certain school districts."
HB226,839014,"Financial Literacy Program; expand grades in which school districts may implement."
HB227,838956,"Districts under conservatorship; prescribe guidelines for administration and governance of certain."
HB228,838970,"Failing school districts; authorize the SBE to place in administrative receivership for purpose of allowing successful districts to manage."
HB229,838985,"School districts; provide strategy to promote holistic educational efficiency and opportunities for all students."
HB230,839003,"Amount paid to regional correctional facilities by Department of Corrections; increase to $41.00 per day."
HB231,839007,"Salaries of state and state district elected officials; increase."
HB232,839185,"Driver records; authorize DPS to furnish insurance companies updates for reinsurance purposes."
HB233,839075,"Inmate collect phone calls; require rates to be set at a certain flat rate."
HB234,839157,"All-terrain vehicles; create voluntary certificate of number system, mandatory for public lands, with Mississippi Department of WF&amp;P."
HB235,839069,"All-terrain vehicles; require owners to obtain a certificate of number."
HB236,838960,"Rural Fire Truck Acquisition Assistance Program; authorize an additional round for counties and municipalities."
HB237,839126,"Commercial driver's license; require DPS to provide for renewals in each county seat at request of board of supervisors."
HB238,839145,"State Treasury; no funds may be expended from unless authorized by legislative appropriation."
HB239,839216,"Unemployment benefits; remove one-week waiting period."
HB240,839166,"State-assisted Local Road Construction and Maintenance Program; create for counties and municipalities under certain populations."
HB241,839051,"Fire Chief Mickey Lewis Yates Memorial Highway; designate segment of Highway 492 in Newton County as."
HB242,838953,"Health and human services agencies; require to prepare video with nutrition and healthy eating information for benefit recipients."
HB243,839179,"Health and human services agencies; require to prepare videos with certain information for benefit recipients &amp; others."
HB244,839057,"Health and human services agencies; require to prepare videos with certain information for benefit recipients and others."
HB245,839139,"MS Community College Distance Learning for Single, Working Parents Scholarship Grant."
HB246,839249,"Common Core State Standards; provide for the repeal of."
HB247,839070,"Assistant teachers; increase base salary by $2,500.00."
HB248,839024,"State vehicles; authorize DOC commissioner use of specified unmarked vehicles to prevent hindrance of official investigations."
HB249,839243,"Sex offenders who have committed a registration violation; revise time period that such offenders must be electronically monitored by DOC."
HB250,839141,"Conditions for release of parole-eligible inmates without hearing; make applicable for inmates convicted on or after July 1, 2014."
HB251,838944,"Disabilities, person with; modernize terminology used to refer to."
HB252,839029,"Riding Bailiffs; increase amount of payments for each day of service."
HB253,839204,"Riding Bailiffs; increase amount of payments for each day of service."
HB254,839108,"TANF and Medicaid; require teenage recipients of to participate in programs about birth control, abstinence and parenting."
HB255,839172,"Medicaid; redetermination of eligibility for shall be available by mail, and prohibit face-to-face requirement."
HB256,839020,"Medicaid; require participation in a medical home and require obese persons to participate in online program on obesity."
HB257,839093,"Medicaid; expand eligibility under federal health care reform law."
HB258,839147,"Medicaid; expand eligibility under federal health care reform law."
HB259,839054,"Medicaid; expand eligibility under federal health care law and under CHIP."
HB260,839196,"Medicaid; expand eligibility under federal health care reform law."
HB261,839012,"Medicaid; children under age 18 in foster care are eligible for."
HB262,839046,"Medicaid; provide for a database of electronic medical records of Medicaid recipients, with access by Medicaid providers."
HB263,838962,"Walnut Grove Correctional Facility; require certain education be provided to offenders at."
HB264,839040,"Radiological health entities; authorize State Board of Health to set applicable fees for."
HB265,839027,"Inmate collect phone calls; require rates to be set at a certain flat rate."
HB266,839017,"CON; remove end-stage renal disease facilities from application of law."
HB267,839233,"Mississippi Rural Hospital Transition and Improvement Grant Program; establish."
HB268,839037,"Health; State Health Officer shall develop program to close the gap in health status of gender and racial groups."
HB269,839175,"Cosmetology Board; increase amounts of fines that may be imposed upon licensees for violations of laws or regulations."
HB270,838999,"Cosmetology Board; require licensure examinations to be conducted at three locations throughout the state."
HB271,839077,"Health Disparities Council; create."
HB272,838947,"Mississippi Comprehensive Teen Pregnancy Prevention Act; create."
HB273,839013,"Nursing education; unspent TANF funds shall be spent to pay expenses of persons enrolled as part of workforce training."
HB274,839165,"Family protection specialists; require DHS to pay equal compensation to those with same education/experience."
HB275,839092,"Memorial highway; designate certain segment of Highway 57 in Gautier as the ""Charles Lamb Memorial Highway."""
HB276,839670,"Gaming; create state lottery to fund higher education scholarship program."
HB277,839612,"Counties; authorize payment of certain monthly secretarial allowance to board attorneys for secretarial services provided in discharge of duties."
HB278,839826,"Retirement; PERS members convicted of job-related felonies shall be terminated from system."
HB279,839762,"Historic Courthouse Fund; create to provide grants to counties for maintenance/restoration of historic courthouses."
HB280,839693,"MHP; provide for allocation of funds to from assessment of funds for certain violations to defray expenses of."
HB281,839831,"Public employees; exempt from bad check fees caused by error in direct deposit made by their employer or retirement system."
HB282,839875,"Local System Bridge Replacement and Rehabilitation Fund; increase amount Legislature shall appropriate for deposit to."
HB283,839678,"Department of Corrections; amend FY16 appropriation to delete language about expenditure of funds for Personal Services."
HB284,839626,"Socially and economically disadvantaged small business concerns; establish program to encourage participation in state contracts."
HB285,839848,"Veterans; require Veterans Affairs Board to take certain actions to help increase access to mental health care services."
HB286,839631,"Mississippi River Delta Promise Zone Act of 2016; create."
HB287,839814,"Health screening; require annually for Medicaid, CHIP and State Health Plan recipients and participants."
HB288,839729,"CON; issue for nursing home in Jones County."
HB289,839754,"State Board of Health; authorize to charge fees for services based on cost of providing the services."
HB290,839707,"Insurance rebate monies; increase amount deposited into the Municipal Fire Protection Fund and the County Volunteer Fire Department Fund."
HB291,839761,"Traffic signal lights; direct MDOT to install and operate at certain intersection in DeSoto County."
HB292,839892,"Mississippi Highway 305; expedite construction of segment in DeSoto County to five lanes."
HB293,839890,"CON; revise when changes of ownership of health care facilities or services require."
HB294,839760,"Sales tax; exempt retail sales of school supplies during the last weekend in July."
HB295,839899,"Ad valorem tax; provide partial exemption for certain business personal property."
HB296,839646,"County Surveyors; revise the fees charged by."
HB297,839797,"Riding bailiffs; increase amount of payments for each day of service."
HB298,839712,"State assessments; make technical corrections to imposition, collection and deposit of."
HB299,839788,"Data monitoring and alert system for sex offenders who fail to register; provide certain revisions to."
HB300,839696,"Corrections; authorize to administer the ""Halfway House Grant Program."""
HB301,839866,"Case plans for inmates who committed capital offenses; require certain programs be placed within."
HB302,839847,"DOC's evaluation of requests for proposals for canteen services; require interested third parties to have reasonable prices for services."
HB303,839908,"Conjugal visits; require Department of Corrections to provide for married inmates."
HB304,839763,"Offenders convicted of a crime of violence; strike reference that such offenders are eligible for parole."
HB305,839872,"Case plan for parole-eligible inmates; require only for inmates convicted on or after July 1, 2014."
HB306,839900,"Emergency leave for certain offenders due to death/sickness in family; provide DOC with discretion in determining if security escort is needed for."
HB307,839907,"Inmates convicted of capital offenses; provide parole eligibility after certain requirements are met."
HB308,839673,"Case plans for nonviolent inmates; require certain programs be placed within."
HB309,839602,"MS Prison Industries Corporation; may utilize county or municipal inmate labor under certain circumstances."
HB310,839636,"Mandatory minimum sentences for crimes committed by offenders; revise which offenders are eligible for."
HB311,839838,"Parole; clarify retroactiveness of certain provisions relating to the eligibility of parole for offenders."
HB312,839732,"Earned time allowance; prohibit inmates convicted of murder or manslaughter from obtaining."
HB313,839740,"Earned time allowances; prohibit offenders convicted of previous violent crime from obtaining."
HB314,839715,"Department of Corrections; require to provide certain notice to certain city before offender is released."
HB315,839884,"Violent offenders, certain; may be paroled by Parole Board if sentencing judge authorizes parole consideration."
HB316,839868,"Department of Corrections; require implementation of an Extended Family Visitation Program for eligible offenders."
HB317,839787,"MS Prison Industries; require to pay inmates federal minimum wage for inmate labor."
HB318,839709,"Case plans for inmates who committed violent offenses; require certain programs be placed within."
HB319,839630,"Earned Time Allowance; revise qualifications for."
HB320,839642,"Inmate sentenced to life sentences, certain; may petition sentencing court for conditional release after serving 10 years."
HB321,839749,"Abused child; include ""trafficked child"" in definition of."
HB322,839765,"Appropriation; Recreational Facilities Activity Program Fund administered by the State Department of Education."
HB323,839748,"Appropriation; Health Department to provide funding to federally qualified health centers."
HB324,839829,"Appropriation; Health Department for additional funds for Office of Health Disparity Elimination."
HB325,839650,"Appropriation; IHL for Alcorn State University for renovating the Whitney Health and P.E. Complex or constructing a new academic convocation center."
HB326,839870,"Appropriation; IHL for Alcorn State University Agriculture Programs for establishing a meat processing facility."
HB327,839743,"Appropriation; SDE for the establishment of comprehensive dyslexia program in the Smith County School District."
HB328,839629,"Appropriation; IHL for Alcorn State University for design and planning of construction of new student union complex."
HB329,839622,"Appropriation; IHL for Alcorn State University for improving campus safety and security."
HB330,839672,"Appropriation; IHL for Alcorn State University for expansion of research and production of shiitake mushrooms."
HB331,839682,"Appropriation; IHL for Alcorn State University for making modifications to buildings to comply with Americans with Disabilities Act."
HB332,839645,"Appropriation; IHL for MS Valley State University for lowering tuition rate for 2016-2017 academic year."
HB333,839849,"Appropriation; Rural Fire Truck Fund for additional round of trucks under Acquisition Assistance Program."
HB334,839701,"Appropriation; Bridge Replacement and Rehabilitation Fund for funding bridge program."
HB335,839885,"Appropriations; Department of Education for funding the World Class Teaching Program."
HB336,839716,"Appropriation; IHL for funding the Speech-Language Pathologists Forgivable Loan Program."
HB337,839767,"Appropriation; Prentiss County School District for constructing ag-tech building at Jumpertown High School."
HB338,839833,"Appropriation; Archives and History for Scott Ford House to develop 2 historic properties in Jackson."
HB339,839753,"Alteration of historical monuments; impose penalty for."
HB340,839824,"Legislature; authorize to appropriate up to 100% of general fund revenue estimate when rainy day fund will be full at beginning of fiscal year."
HB341,839775,"Retirement; persons convicted of certain felonies shall have benefits suspended until full restitution has been made."
HB342,839853,"Foster care; authorize DHS to partner with faith-based organizations to provide in group care homes."
HB343,839805,"Compulsory School Attendance Law; authorize youth court to order students to perform community service for unlawful absences."
HB344,839779,"Public assistance; require fathers of children receiving to participate in DHS Responsible Fatherhood Initiative program."
HB345,839865,"Person appointed to intake unit by youth court judge; require to be employee of the county or municipality."
HB346,839665,"Definition of ""child"" and ""youth""; revise under Youth Court Law."
HB347,839786,"Interpretation language assistance services; provide for certain youth at juvenile detention centers."
HB348,839822,"Youth court jurisdiction; revise age that court has jurisdiction over a child who commits an offense."
HB349,839859,"Tobacco tax; impose on electronic cigarettes and alternative nicotine products."
HB350,839680,"Sales tax; revise certain provisions regarding exemption for sales of durable medical equipment and home medical supplies."
HB351,839895,"Counties; authorize levying of certain tax in support of Fannie Lou Hamer Cancer Foundation."
HB352,839815,"Historic property income tax credit; increase maximum amount of credits available and extend time within which eligible to receive."
HB353,839790,"Bonds; authorize issuance for construction of headquarters building for Department of Public Safety."
HB354,839697,"Bonds; authorize for renovation of Robert G. Clark building and former Marine Barracks building."
HB355,839685,"Sales tax; exempt sales of electricity, street lights and security equipment to homeowners' associations for security purposes."
HB356,839614,"Ad valorem tax; exempt certain business personal property from."
HB357,839771,"Tax exemption; authorize for retail sale of certain electronic devices and school related supplies."
HB358,839837,"Sales tax; exempt retail sales of school supplies during the last weekend in July."
HB359,839628,"Homestead exemption; increase for persons 65 years of age or older or totally disabled."
